org_code,type,attendances,breaches,admissions
RWP,1,8647,2957,2602
RWP,other,4741,1,0
RLQ,1,3908,965,1062
RLQ,other,2698,0,0
REM,1,6217,1713,2244
REM,other,6378,0,0
RCF,1,4577,254,971
RBS,1,4536,137,963
RFF,1,6281,943,1999
RXL,1,6229,2417,2021
RXL,other,8534,1,0
RMC,1,7749,1231,2040
RMC,other,924,2,1
RAE,1,9969,988,2667
NNF09,other,1299,0,0
RY2,other,6887,105,0
RWY,1,11252,737,2408
RW3,1,11747,2453,3303
RW3,2,3268,0,135
RW3,other,8855,21,140
RLN,1,7168,1242,2545
RLN,2,2117,26,22
RLN,other,2368,2,0
RJR,1,5275,713,1338
RJR,other,576,5,0
RXP,1,9468,1603,3128
RXP,other,9653,0,0
RNN,other,1526,37,0
RP5,1,9793,1360,2945
RP5,other,2268,0,333
RJN,1,3436,775,858
RJN,other,173,0,0
RXR,1,7824,2365,2836
RXR,other,5405,295,41
NNF28,other,84,0,0
RR7,1,6572,387,1488
RR7,other,2130,1,0
RCD,1,3290,208,787
RCD,other,724,0,0
RWA,1,9827,1957,2887
RWA,other,1061,0,0
RV9,other,1247,2,0
RXN,1,5084,1506,1545
RXN,other,5446,201,337
Y01231,other,1971,0,0
RR8,1,15978,2830,4782
RR8,other,1678,0,0
Y02875,other,3693,0,0
RY1,other,2172,0,0
REP,2,985,17,105
Y01069,other,2716,0,0
RBT,1,4861,410,1594
RBT,other,1303,0,0
RXF,1,17442,3092,4347
RNL,1,6822,945,1819
RVW,1,5220,481,1510
RVW,other,1321,2,3
RTV,other,1728,0,0
NLO01,other,6039,256,0
RJL,1,9989,2698,2400
RJL,other,1153,1,1
RTF,1,7094,1223,3497
RTF,other,6855,44,24
RW6,1,20121,5159,4778
RW6,other,3991,115,95
RT2,other,3123,0,0
RQ6,1,6775,2290,1961
RQ6,2,1422,0,48
RQ6,other,9257,0,0
RM3,1,7598,1723,2331
AXT02,other,2596,0,0
RCU,1,4342,112,612
RHQ,1,8460,2947,2550
RHQ,2,1093,0,1
RHQ,other,6264,0,7
RTR,1,8954,933,1761
RTR,other,4714,0,21
RE9,1,4414,285,1135
RE9,other,597,2,0
RVY,1,5712,1228,1637
RVY,other,4584,9,0
RBN,1,7740,2008,3010
RBN,other,5103,59,0
RWJ,1,6831,1695,2139
RMP,1,6352,835,1570
RTD,1,9419,997,2019
RTD,2,1590,14,24
RTD,other,4333,0,4
RFR,1,5567,1417,1408
RFR,other,3961,0,0
RM2,1,7435,964,2367
RTX,1,6113,1385,1825
RTX,other,1486,45,70
RWW,1,5985,1428,2261
RWW,other,3418,30,0
RY7,other,4098,64,0
RBL,1,7050,2076,2114
RBL,other,2280,13,0
AJN,other,368,0,0
RRF,1,6605,1063,1585
RCB,1,7930,2504,3062
RCB,other,5630,15,0
RTK,1,7498,1503,1875
RTK,other,1387,0,0
Y02688,other,3139,3,0
NQT10,other,3112,0,0
RWX,other,4918,0,0
Y04538,other,2574,1,0
RXH,1,11012,2366,3149
RXH,2,1059,10,26
NLW,other,4101,1,0
RXQ,1,6153,1161,2550
RXQ,2,1187,0,463
RXQ,other,3155,17,0
Y00058,other,2003,31,0
NLT02,other,981,0,0
RJ8,other,7016,25,1
RN7,1,7750,1313,2137
RN7,other,1484,0,0
RBD,1,3084,192,1171
RBD,other,3264,2,0
RVV,1,10975,3700,3030
RVV,other,4554,36,387
RXC,1,7951,1903,2433
DD401,other,718,0,0
RDU,1,17357,1527,5308
R1J,other,4755,11,0
RTE,1,9772,2248,3207
RN3,1,5913,2076,2077
RN3,other,4568,42,0
RN5,1,7789,1022,2054
RN5,other,1004,0,0
NDA57,other,575,11,0
R1F,1,3039,600,666
R1F,other,1046,0,0
RYY,other,5201,8,0
NR5,other,3181,2,0
RWF,1,10386,1789,3204
RWF,other,1619,0,0
RPA,1,8460,2016,1948
RVJ,1,6160,1128,2097
RBZ,1,3116,522,953
RBZ,other,3404,0,0
L83087,other,119,0,0
RNU,other,2343,33,0
RTH,1,9816,2005,2794
RTH,2,1478,0,57
NLX02,other,515,0,0
RK9,1,7229,1085,2656
RK9,2,217,0,0
RD3,1,4830,414,1465
RD3,other,1059,0,0
RHU,1,7901,2493,2452
RHU,2,785,1,0
RHU,other,1430,3,1
RPC,other,702,1,13
RHW,1,8112,817,2665
RHW,2,1238,1,2
REF,1,5324,1324,2344
REF,other,1255,12,31
RH8,1,7214,637,1699
RH8,other,688,0,0
RA2,1,4979,307,1786
RD1,1,5272,1229,1753
RD1,other,793,11,92
RNZ,1,3223,543,954
RNZ,2,325,0,0
Y02666,other,1207,0,0
RH5,other,5779,13,0
RYF,other,1110,0,0
NTP11,other,4103,6,0
RW1,other,1844,7,1
NTPAD,other,4164,3,0
RTP,1,7142,647,2172
RDR,other,6993,136,0
RBA,1,4751,332,1584
AAH,other,139,0,0
RDZ,1,5527,441,1706
RDZ,2,1328,2,4
RA9,1,5146,809,2243
RA9,other,2341,0,0
RHM,1,7349,1528,2937
RHM,2,1375,37,7
RA7,1,7904,1816,2597
RA7,2,1603,16,10
RYR,1,9715,659,2840
RYR,other,981,9,0
RA3,1,3683,1125,910
NDA56,other,2416,20,0
G82071,other,1857,0,0
NDA55,other,2743,7,0
NLX24,other,1243,2,0
RA4,1,3374,133,1270
