org_code,type,attendances,breaches,admissions
RWF,other,2130,0,0
RPA,1,10353,1353,2489
RPA,other,877,1,0
RVJ,1,7586,1435,2474
RBZ,1,3883,904,1139
RBZ,other,4152,0,0
L83087,other,151,0,0
RNU,other,2851,29,0
RTH,1,11813,2415,3029
RTH,2,1643,0,85
NQT5H,other,656,1,0
RK9,1,8715,1587,3066
RK9,2,235,0,0
RK9,other,4027,26,0
RD3,1,5712,369,1702
RD3,other,1390,1,0
RHU,1,9811,2976,2935
RHU,2,790,0,0
RHU,other,2035,3,1
RPC,other,896,7,19
RHW,1,9465,835,3008
RHW,2,1501,22,1
RHW,other,669,0,0
REF,1,6252,1400,2659
REF,other,10705,40,33
RH8,1,9000,899,2007
RH8,other,927,0,0
RA2,1,6095,234,2143
RD1,1,6142,709,2075
RD1,other,1030,14,96
RNZ,1,3978,214,1113
RNZ,2,328,0,0
Y02666,other,1426,0,0
RH5,other,7256,18,0
RYF,other,1230,4,0
NTP11,other,4580,2,0
RW1,other,648,0,4
NTPAD,other,4765,11,0
RTP,1,8411,573,2484
RDR,other,9418,71,12
RBA,1,6156,516,2073
AAH,other,176,0,0
RDZ,1,6611,473,1967
RDZ,2,1388,10,10
RA9,1,6369,656,2592
RA9,other,2705,0,0
RHM,1,8832,957,3143
RHM,2,1545,24,11
RHM,other,1812,4,7
RA7,1,9917,1132,2955
RA7,2,1985,51,11
Y02584,other,374,0,0
RYR,1,11741,800,3395
RYR,other,1899,1,0
RA3,1,3770,473,1098
G82071,other,2263,0,0
NTV0W,other,3498,6,0
NLX24,other,1400,0,0
RA4,1,4392,83,1356
