org_code,type,attendances,breaches,admissions
RY7,other,4913,50,0
RBL,1,8387,2479,2447
RBL,other,2636,63,0
NNF18,other,249,0,0
AJN,other,488,0,0
RRF,1,7796,824,2138
RCB,1,9804,2210,3520
RCB,other,7634,58,0
RTK,1,8690,867,2055
RTK,other,1436,0,0
NTV0B,other,3427,0,0
NQT10,other,3558,0,0
RWX,other,5844,0,0
Y04538,other,3674,0,0
RXH,1,13120,2597,3523
RXH,2,1229,3,32
NLW,other,4688,6,0
RXQ,1,7385,1102,3005
RXQ,2,1408,0,485
RXQ,other,3954,57,0
Y00058,other,2068,43,0
NLT02,other,1116,0,0
RN7,1,8930,741,2535
RN7,other,1961,1,0
RBD,1,3886,109,1262
RBD,other,4820,1,0
RVV,1,14143,5287,4270
RVV,other,4272,20,390
RXC,1,10596,1308,2874
DD401,other,1394,0,0
RDU,1,20686,1751,6015
R1J,other,6472,33,4
RTE,1,12378,2043,3647
RN3,1,6177,1236,2077
RN3,other,6252,265,0
RN5,1,9809,678,2254
RN5,other,1323,0,0
NDA57,other,688,2,0
R1F,1,4452,623,888
R1F,other,831,0,0
RYY,other,7425,28,0
NR5,other,4636,7,0
RWF,1,12604,1003,3750
RWF,other,2231,1,0
RPA,1,10581,1219,2332
RVJ,1,7634,1855,2443
RBZ,1,4186,387,1154
RBZ,other,4864,0,0
L83087,other,210,0,0
RNU,other,3080,93,0
RTH,1,11763,2592,2921
RTH,2,1706,0,84
NQT5H,other,815,6,0
RK9,1,9037,1452,3036
RK9,2,249,0,0
RD3,1,6200,566,1634
RD3,other,1730,1,0
RHU,1,9913,2780,2990
RHU,2,792,1,0
RHU,other,2306,2,2
RPC,other,1097,0,26
RHW,1,9700,483,2918
RHW,2,1624,16,4
REF,1,6957,1371,2774
REF,other,13516,63,34
RH8,1,8844,492,1868
RH8,other,1109,0,0
RA2,1,6073,238,2087
RD1,1,6084,408,2047
RD1,other,1068,7,83
RNZ,1,4141,191,1127
RNZ,2,270,0,0
Y02666,other,1537,0,0
RH5,other,8471,33,0
RYF,other,1398,8,0
NTP11,other,4448,3,0
RW1,other,2105,16,4
NTPAD,other,4822,25,0
RTP,1,8342,531,2503
RDR,other,9985,174,0
RBA,1,6319,364,1902
AAH,other,203,0,0
RDZ,1,7052,660,2028
RDZ,2,1522,1,10
RA9,1,6797,644,2614
RA9,other,3697,0,0
RHM,1,9153,907,3429
RHM,2,1598,21,11
RA7,1,9303,997,2901
RA7,2,1927,66,11
Y02584,other,432,0,0
RYR,1,12536,844,3309
RYR,other,1052,2,0
RA3,1,3958,376,1032
G82071,other,2696,0,0
NTV0W,other,3537,5,0
NLX24,other,1526,0,0
RA4,1,4221,91,1362
