org_code,type,attendances,breaches,admissions
RXL,1,6244,3230,2196
RXL,other,11848,37,0
RMC,1,8927,2127,2236
RMC,other,1178,10,36
RAE,1,10053,2356,3632
RAE,other,1067,13,88
NNF09,other,2160,4,0
RY2,other,12772,395,0
RWY,1,12114,1782,3006
RLN,1,8319,1670,3019
RLN,2,2190,10,38
RLN,other,3039,21,0
RJR,1,6172,1504,2045
RJR,other,596,1,0
RXP,1,10716,1790,3632
RXP,other,6370,0,0
RP5,1,11106,926,3251
RP5,other,2665,0,430
RJN,1,4024,1160,964
RJN,other,112,0,0
RXR,1,8824,3442,3236
RXR,other,9211,359,37
NNF94,other,304,0,0
RR7,1,7609,601,1776
RR7,other,2418,3,0
RCD,1,4240,369,935
RCD,other,717,0,0
NNF99,other,193,0,0
RWA,1,11408,2876,3210
RWA,other,799,2,0
RV9,other,547,3,0
RXN,1,6120,2860,2022
RXN,other,6813,592,534
Y01231,other,2427,0,0
RR8,1,16643,5866,4833
RR8,other,3495,0,0
RY1,other,2879,0,0
REP,2,1157,54,109
Y01069,other,3623,0,0
R0A,1,21520,5369,6874
R0A,2,3606,90,198
R0A,other,10107,37,183
RBT,1,5653,1663,2188
RBT,other,1962,16,0
RXF,1,20344,3742,4218
Y02532,other,1816,0,0
Y03645,other,403,0,0
RNL,1,7661,1327,2090
RNL,other,1511,49,0
RVW,1,3831,390,1587
RVW,other,10501,14,668
RTV,other,1925,3,0
NLO01,other,4761,122,0
RJL,1,11723,2621,2965
RJL,other,1051,1,1
RTF,1,8316,1240,4443
RTF,other,7892,17,35
Y02572,other,851,0,0
Y02533,other,336,0,0
RW6,1,22409,5684,6183
RW6,other,9970,240,131
RT2,other,3495,0,0
AC008,other,1035,0,0
RQ6,1,7890,2801,2437
RQ6,2,1906,19,52
RQ6,other,10386,0,0
RM3,1,8567,1646,2796
RM3,other,577,0,0
AXT02,other,3945,0,0
RCU,1,4791,130,637
RCU,other,42,0,0
RHQ,1,9314,2985,2939
RHQ,2,1097,0,0
RHQ,other,7596,0,0
NQT5F,other,1783,12,0
RTR,1,10501,586,2370
RTR,other,1761,0,8
RE9,1,5255,498,1179
RE9,other,506,1,0
RVY,1,6778,2062,1876
RVY,other,3473,94,0
RBN,1,9864,3187,4166
RBN,other,2630,23,0
RWJ,1,7342,2863,2576
RWJ,other,920,0,0
RMP,1,7303,1796,1836
RMP,other,4703,27,0
RTD,1,9785,1297,2236
RTD,2,1829,140,14
RTD,other,5760,12,4
RFR,1,8220,1393,1641
NNF76,other,3529,0,0
RTX,1,7594,2141,2136
RTX,2,111,0,0
RTX,other,1818,113,111
RWW,1,6526,2064,2053
RWW,other,3192,20,0
RY7,other,4322,9,0
RBL,1,7513,2763,2413
RBL,other,3303,7,0
NNF18,other,169,0,0
AJN,other,427,0,0
RRF,1,6882,2737,2338
RRF,other,683,9,0
RCB,1,9291,2959,3630
RCB,other,6554,24,0
RTK,1,8443,1524,2177
RTK,other,261,2,12
NTV0B,other,3962,2,0
NQT10,other,3822,0,0
RWX,other,1893,0,0
Y04538,other,3466,0,0
RXH,1,13069,2653,3481
RXH,2,1065,39,28
Y02676,other,1798,5,0
NLW,other,4749,20,0
RXQ,1,6796,1877,3160
RXQ,2,1240,0,542
RXQ,other,4705,85,0
NLT02,other,807,0,0
RN7,1,9220,1923,2679
RN7,other,1784,21,0
RBD,1,3916,349,1353
RBD,other,4006,3,0
Y00751,other,4417,2,0
RVV,1,14381,4534,4586
RVV,other,3874,15,389
RXC,1,10279,1543,3322
RXC,other,292,0,0
Y02816,other,1553,2,0
DD401,other,898,0,0
NDJ,other,1148,0,0
RDU,1,20180,3409,6333
R1J,other,5652,52,2
RTE,1,12149,1587,4039
RN3,1,6333,1826,2169
RN3,other,7833,305,0
RN5,1,9498,2033,2536
RN5,other,897,8,0
NDA57,other,581,9,0
Y03051,other,2228,0,0
R1F,1,3859,821,943
R1F,other,119,0,0
RYY,other,6000,22,0
RWF,1,12790,1607,4289
RWF,other,2101,12,0
RPA,1,7885,2697,2338
RPA,other,2748,0,0
RVJ,1,7213,1748,2535
RBZ,1,3362,1111,1162
RBZ,other,3752,0,0
L83087,other,114,0,0
RNU,other,2689,68,0
RTH,1,11323,2755,3102
RTH,2,1670,0,82
RTH,other,333,7,15
NQT5H,other,621,1,0
RK9,1,8302,2918,3033
RK9,2,227,0,0
RK9,other,3901,85,0
RD3,1,5637,1018,1863
RD3,other,1672,1,0
RHU,1,9743,3560,3254
RHU,2,750,5,0
RHU,other,1952,45,1
RPC,other,864,0,13
RHW,1,9119,1921,3125
RHW,2,1437,55,0
RHW,other,1151,0,0
REF,1,5841,1571,2716
REF,other,10197,51,40
RH8,1,8382,856,2040
RH8,other,821,1,0
RA2,1,6030,545,2451
RA2,other,275,1,15
RD1,1,6039,1631,2495
RD1,other,952,2,47
RNZ,1,3675,404,1237
RNZ,2,274,0,0
Y02666,other,1678,0,0
RH5,other,6714,28,0
RYF,other,1278,8,0
NTP11,other,4422,13,0
RW1,other,589,0,1
NTPAD,other,5154,30,0
RTP,1,8327,854,2473
RTP,other,859,0,0
RDR,other,9341,120,5
RBA,1,5929,924,2199
AAH,other,172,0,0
RDZ,1,6872,776,2109
RDZ,2,1330,4,5
RDZ,other,162,0,0
RA9,1,6009,1664,2580
RA9,other,2576,0,0
RHM,1,8603,2024,3251
RHM,2,1445,62,15
RHM,other,1990,22,19
RA7,1,9501,2264,3097
RA7,2,1845,131,6
Y02584,other,436,0,0
RYR,1,11811,1388,3575
RA3,1,3837,867,972
G82071,other,2406,0,0
NTV0W,other,3793,5,0
NLX24,other,1398,0,0
RA4,1,4537,179,1430
