org_code,type,attendances,breaches,admissions
NJS05,other,3710,37,0
RC9,1,7933,96,2347
RC9,other,3333,0,0
C82009,other,354,0,0
NLO11,other,638,4,0
NLO09,other,481,0,0
RQ8,1,7648,1537,2047
RQ8,other,383,9,0
RD8,1,7055,1022,1368
RD8,other,4521,0,0
RM1,1,10060,1296,2669
RM1,other,1349,0,0
Y02646,other,4901,0,0
RGN,1,7835,941,2146
RGN,other,781,1,0
RNS,1,8553,697,2585
RNS,2,964,16,0
NMH01,other,5678,0,0
NR3,other,4892,49,0
RX1,1,13915,4788,3756
RX1,2,1674,19,0
RX1,other,281,2,0
NLO10,other,2655,3,0
C82010,other,320,0,0
NLO12,other,289,1,0
Y02428,other,1861,0,0
RXK,1,13315,1853,2802
RXK,2,2128,31,25
RXK,other,2803,0,0
RK5,1,8894,482,2447
RK5,other,3282,24,9
RXW,1,10201,2113,2128
RXW,other,1642,0,0
R1D,2,403,0,0
R1D,other,2112,0,0
Y02568,other,3508,0,0
Y02615,other,4852,0,0
RJC,1,5056,189,1596
RJC,other,722,0,0
RAJ,1,8525,1162,2252
Y02961,other,3214,0,0
RNA,1,8575,603,2657
RNA,other,5807,0,0
RQW,1,8144,1970,1418
RQW,other,168,0,0
RCX,1,5455,270,1900
RL4,1,10700,1768,2537
RL4,other,4279,0,0
RWD,1,13375,2969,3517
RRK,1,9584,1771,2754
RKB,1,10892,1546,3802
RKB,2,1846,16,86
RKB,other,2255,14,0
RWE,1,12098,3716,3319
RWE,2,1844,71,10
RWE,other,5435,72,216
RJE,1,14568,3214,4230
RJE,2,439,0,0
RJE,other,4802,39,0
RBK,1,5747,1223,1759
RBK,other,3498,5,0
ATQ02,other,3572,0,0
RWG,1,7363,1672,2695
RWG,other,4148,55,0
RGR,1,5712,652,1924
NLO20,other,3217,25,0
RWP,1,10161,2581,2807
RWP,other,5631,1,0
R1A,2,775,0,0
RLQ,1,4612,1234,969
RLQ,other,3172,0,0
REM,1,7126,2169,2125
REM,other,6518,0,0
RCF,1,4765,533,1050
RBS,1,3795,62,845
RFF,1,6816,319,1908
RXL,1,7524,1377,1961
RXL,other,9588,3,0
RMC,1,9265,1287,2150
RAE,1,10849,1075,2664
NNF09,other,1185,0,0
RY2,other,7795,71,0
RWY,1,12155,653,2434
NTP08,other,3645,0,0
RW3,1,11714,1487,3585
RW3,2,3682,3,180
RW3,other,9341,14,176
RLN,1,6604,681,2628
RLN,2,2350,3,34
RLN,other,2471,0,0
RJR,1,6034,627,1568
RJR,other,759,1,0
RXP,1,10674,982,3139
RXP,other,12144,0,0
RNN,other,1475,29,0
RP5,1,11447,1144,3361
RP5,other,2768,0,236
RJN,1,4081,748,939
RJN,other,352,0,0
RXR,1,9046,2793,3012
RXR,other,5650,453,47
NNF28,other,421,0,0
RR7,1,7003,258,1578
RR7,other,2228,0,0
RCD,1,4013,250,851
RCD,other,881,1,0
RWA,1,10814,1620,1513
RWA,other,1305,1,0
RV9,other,2277,1,0
RXN,1,7505,1708,1865
RXN,other,3194,13,159
Y01231,other,2394,0,0
RR8,1,17006,1615,6333
RR8,other,2075,0,0
Y02875,other,3457,0,0
RY1,other,1571,1,0
REP,2,1098,21,127
Y01069,other,2969,0,0
RBT,1,5238,501,1926
RBT,other,2069,0,0
RXF,1,19201,3117,4185
RNL,1,7823,778,1877
RVW,1,5657,242,1443
RVW,other,1635,2,1
RTV,other,1665,0,0
NLO01,other,5921,30,0
RJL,1,11295,1250,2573
RJL,other,1698,3,0
RTF,1,14638,829,3767
RTF,other,2462,4,0
RW6,1,21117,3132,4764
RW6,other,3979,100,140
RT2,other,4638,0,0
RQ6,1,7910,1818,2342
RQ6,2,1866,0,79
RQ6,other,10453,0,0
RM3,1,8149,808,2681
RCU,1,3464,59,497
RHQ,1,9191,945,2671
RHQ,2,1238,0,1
RHQ,other,6241,0,4
RTR,1,10727,428,1975
RTR,other,5306,0,22
RE9,1,4914,466,1253
RE9,other,683,5,0
RVY,1,5957,643,1825
RVY,other,4803,20,0
RBN,1,8359,2015,3128
RBN,other,5450,4,0
RWJ,1,7766,1778,2345
RMP,1,6799,646,1767
RTD,1,9540,503,2307
RTD,2,1926,34,18
RTD,other,4264,0,4
RFR,1,6316,313,1380
RM2,1,8083,728,2607
RTX,1,7629,1515,2215
RTX,other,1598,52,138
RWW,1,6847,732,2617
RWW,other,2285,1,2
RY7,other,5299,21,0
RBL,1,7919,1093,2400
RBL,other,2439,2,0
AJN,other,1675,0,0
RRF,1,7353,585,1857
RCB,1,9180,1600,3263
RCB,other,8205,47,0
RTK,1,7974,923,1822
RTK,other,1250,0,0
Y02688,other,3059,3,0
NQT10,other,3462,0,0
RWX,other,5436,0,0
RXH,1,12532,2579,3283
RXH,2,1157,0,22
NLW,other,5152,51,0
RXQ,1,6649,850,2645
RXQ,2,1199,0,407
RXQ,other,3618,4,0
Y00058,other,2772,4,0
NLT02,other,1184,0,0
RJ8,other,11778,23,2
RN7,1,8260,1136,2116
RN7,other,1771,1,0
RBD,1,4047,490,1256
RDY,other,6984,9,2
RVV,1,12876,3155,3272
RVV,other,5084,29,1190
RXC,1,9711,1994,2533
RDU,1,19460,2230,5754
R1J,other,6611,31,1
RTE,1,11335,1059,3597
RN3,1,6546,1192,2260
RN3,other,5617,11,0
RN5,1,9085,1311,2272
RN5,other,1204,0,0
NDA57,other,753,1,0
R1F,1,4097,765,803
R1F,other,2009,0,0
RYY,other,11171,3,0
NR5,other,4190,0,0
RWF,1,12150,1789,3411
RWF,other,2042,0,0
RPA,1,9422,1744,2071
RVJ,1,7273,1545,2540
RBZ,1,4328,484,1196
RBZ,other,6880,0,0
L83087,other,201,0,0
RNU,other,2850,116,0
RTH,1,10576,1649,3150
RTH,2,1732,0,88
NLX02,other,645,0,0
RK9,1,8180,1073,2684
RK9,2,303,0,0
RD3,1,5734,344,1616
RHU,1,9442,2246,3061
RHU,2,805,5,0
RHU,other,2098,1,3
RPC,other,917,2,16
RHW,1,8777,566,3076
RHW,2,1354,8,2
REF,1,6781,1053,2805
REF,other,2078,13,8
RH8,1,8665,950,1735
RA2,1,5582,487,1830
RD1,1,6108,1417,2074
RD1,other,897,11,103
RNZ,1,4010,278,986
RNZ,2,311,0,0
Y02666,other,1283,0,0
RH5,other,8500,20,0
NTP11,other,4427,2,0
RW1,other,2754,22,4
NTPAD,other,5020,19,0
RTP,1,7930,319,2477
RDR,other,9160,177,0
RBA,1,5562,599,1799
AAH,other,243,0,0
RDZ,1,6967,238,1865
RDZ,2,1646,0,14
RA9,1,6587,759,2533
RA9,other,3862,0,0
RHM,1,8093,518,3027
RHM,2,1660,3,10
RA7,1,8378,1004,2650
RA7,2,1945,27,20
RYR,1,12234,764,3257
RYR,other,1065,2,0
RA3,1,4906,855,993
NDA56,other,2676,18,0
G82071,other,2407,0,0
NDA55,other,3201,9,0
NLX24,other,1562,2,0
RA4,1,3810,225,1012
