org_code,type,attendances,breaches,admissions
RJN,1,4120,761,928
RJN,other,162,0,0
RXR,1,8480,2992,3224
RXR,other,9016,226,36
NNF94,other,253,0,0
RR7,1,7218,305,1660
RR7,other,2318,0,0
RCD,1,3998,173,981
RCD,other,712,0,0
NNF99,other,172,0,0
RWA,1,10923,1283,3156
RWA,other,918,3,0
RV9,other,516,0,0
RXN,1,5727,1679,2102
RXN,other,6185,145,370
Y01231,other,2409,0,0
RR8,1,16997,3692,4779
RR8,other,3317,17,0
RY1,other,2505,0,0
REP,2,1004,7,80
Y01069,other,3239,0,0
R0A,1,21530,3927,6643
R0A,2,3499,40,174
R0A,other,9285,15,110
RBT,1,5100,851,1991
RBT,other,2019,0,0
RXF,1,19600,1826,4254
RNL,1,7458,765,2066
RNL,other,1308,9,0
RVW,1,3825,419,1562
RVW,other,9630,23,545
RTV,other,1917,6,0
NLO01,other,4000,2,0
RJL,1,10824,910,2717
RJL,other,1144,0,0
RTF,1,8300,851,3986
RTF,other,7756,17,27
Y02572,other,667,0,0
RW6,1,24067,4558,6324
RW6,other,8900,125,120
RT2,other,3399,0,0
AC008,other,924,0,0
RQ6,1,7423,1943,2526
RQ6,2,1841,14,38
RQ6,other,10037,0,0
RM3,1,8359,877,2851
RM3,other,598,0,0
AXT02,other,3569,0,0
RCU,1,5191,218,676
RCU,other,142,0,0
RHQ,1,8772,2144,2822
RHQ,2,1112,0,0
RHQ,other,7375,0,0
NQT5F,other,1910,4,0
RTR,1,10213,330,2213
RTR,other,1837,0,14
RE9,1,5293,217,1294
RE9,other,501,1,0
RVY,1,6575,1950,1791
RVY,other,3556,4,0
RBN,1,9634,1720,4105
RBN,other,5342,63,0
RWJ,1,8206,1758,2643
RMP,1,7063,1170,1776
RMP,other,5259,35,0
RTD,1,11131,777,2234
RTD,2,1895,25,19
RTD,other,4563,0,5
RFR,1,7882,1469,1493
NNF76,other,3405,0,0
RTX,1,7177,1040,1997
RTX,2,101,0,0
RTX,other,1618,63,58
RWW,1,7070,1342,2513
RWW,other,3919,32,0
RY7,other,3117,0,0
RBL,1,7906,1490,2599
RBL,other,2603,10,0
NNF18,other,182,0,0
AJN,other,360,0,0
RRF,1,6959,2023,2248
RRF,other,563,2,0
RCB,1,9042,1247,3584
RCB,other,6116,16,0
RTK,1,8612,1444,1957
RTK,other,181,7,13
NTV0B,other,3364,1,0
NQT10,other,3597,0,0
RWX,other,2198,0,0
Y04538,other,3247,0,0
RXH,1,12631,2114,3463
RXH,2,987,0,16
RXH,other,1786,2,0
NLW,other,4608,18,0
RXQ,1,7072,1680,2691
RXQ,2,1171,0,524
RXQ,other,3966,89,0
NLT02,other,941,0,0
RN7,1,9013,975,2764
RN7,other,1701,0,0
RBD,1,3463,139,1190
RBD,other,3544,1,0
Y00751,other,4245,0,0
RVV,1,13120,3994,4226
RVV,other,6844,17,307
RXC,1,9424,566,2935
RXC,other,155,0,1
DD401,other,966,0,0
RDU,1,19811,1712,6029
R1J,other,5248,44,1
RTE,1,11627,552,3718
RN3,1,6104,1614,2006
RN3,other,7469,268,0
RN5,1,9279,1967,2345
RN5,other,949,8,0
NDA57,other,710,9,0
R1F,1,3482,527,891
R1F,other,720,0,0
RWF,1,11885,1468,3800
RWF,other,1918,0,0
RPA,1,7837,1333,2536
RPA,other,6218,9,0
RVJ,1,7239,1403,2494
RBZ,1,3503,668,1088
RBZ,other,3959,0,0
L83087,other,148,0,0
RNU,other,2668,76,0
RTH,1,11623,2372,3008
RTH,2,1635,0,64
NQT5H,other,596,1,0
RK9,1,8231,1637,3120
RK9,2,247,1,0
RK9,other,3839,15,0
RD3,1,5219,461,1666
RD3,other,1496,3,0
RHU,1,9335,2725,3046
RHU,2,752,1,0
RHU,other,1797,2,4
RPC,other,833,1,29
RHW,1,9665,1277,3159
RHW,2,1477,14,0
RHW,other,738,0,0
REF,1,6059,1940,2582
REF,other,9372,36,33
RH8,1,8392,767,1968
RH8,other,816,0,0
RA2,1,5956,403,2289
RD1,1,6098,1688,2276
RD1,other,961,12,51
RNZ,1,3940,209,1131
RNZ,2,311,0,0
Y02666,other,1157,0,0
RH5,other,6048,17,0
RYF,other,1175,4,0
NTP11,other,4313,1,0
RW1,other,546,0,1
NTPAD,other,4759,6,0
RTP,1,8023,439,2495
RTP,other,758,0,0
RDR,other,8950,76,10
RBA,1,5910,587,2018
AAH,other,155,0,0
RDZ,1,6203,380,1916
RDZ,2,1315,3,10
RDZ,other,201,0,0
RA9,1,6129,613,2528
RA9,other,2565,1,0
RHM,1,8582,1107,3029
RHM,2,1423,17,10
RHM,other,1886,2,7
RA7,1,9779,1019,3036
RA7,2,1881,109,9
Y02584,other,319,0,0
RYR,1,11573,965,3461
RYR,other,1694,3,0
RA3,1,3732,509,1026
G82071,other,1871,0,0
NTV0W,other,3372,4,0
NLX24,other,1545,0,0
RA4,1,4528,150,1431
