org_code,type,attendances,breaches,admissions
RTD,2,1796,112,8
RTD,other,8223,13,7
RFR,1,8194,1350,1472
NNF76,other,3584,0,0
RTX,1,7472,1376,1985
RTX,2,95,0,0
RTX,other,2352,86,106
RWW,1,6310,1455,2197
RWW,other,3098,14,0
RY7,other,4021,9,0
RBL,1,7279,2048,2404
RBL,other,3102,0,0
NNF18,other,17,0,0
AJN,other,361,0,0
RRF,1,6839,1972,2284
RRF,other,648,4,0
RCB,1,9253,2387,3550
RCB,other,7121,52,0
RTK,1,8084,1334,1942
RTK,other,242,3,8
NTV0B,other,3588,1,0
NQT10,other,4096,16,0
RWX,other,1946,0,0
Y04538,other,3286,0,0
RXH,1,12736,2279,3372
RXH,2,1068,24,17
Y02676,other,1846,0,0
RXQ,1,6523,1684,2913
RXQ,2,1189,0,766
RXQ,other,4472,37,0
RN7,1,8874,985,2754
RN7,other,1791,10,0
Y00751,other,4312,4,0
RVV,1,13692,4012,4227
RVV,other,3766,15,352
RXC,1,9845,1068,3033
RXC,other,311,0,0
Y02816,other,1505,0,0
NDJ,other,1432,0,0
RDU,1,19437,2401,6215
RN5,1,8887,1033,2307
RN5,other,1013,4,0
NDA57,other,564,7,0
Y03051,other,2036,0,0
R1F,1,3732,679,867
R1F,other,128,0,0
RYY,other,6434,20,0
RWF,1,12049,1013,3913
RWF,other,1959,1,0
RPA,1,7796,2247,2276
RPA,other,2474,0,0
RNU,other,2653,60,0
RTH,1,10416,1661,3003
RTH,2,1366,0,82
RTH,other,367,4,23
RHU,1,9267,1863,3317
RHU,2,736,0,2
RHU,other,1920,3,2
RPC,other,923,2,33
RHW,1,8870,712,2913
RHW,2,1490,47,0
RHW,other,953,0,0
RA2,1,5926,831,2267
RA2,other,57,3,6
NTP11,other,4486,18,0
RW1,other,655,3,4
NTPAD,other,4877,12,0
RTP,1,8320,378,2274
RDR,other,9179,36,3
RHM,1,8385,1370,2915
RHM,2,1513,139,7
RHM,other,2158,11,6
RYR,1,11773,731,3555
G82071,other,2365,0,0
NTV0W,other,3650,0,0
NLW,other,4560,5,0
NLT02,other,1329,0,0
RBD,1,3695,99,1238
RBD,other,4098,5,0
DD401,other,1178,1,0
R1J,other,5864,36,1
RTE,1,11637,933,3717
RN3,1,6536,971,2168
RN3,other,4599,137,0
RVJ,1,7429,1261,2536
RBZ,1,3814,724,1043
RBZ,other,925,0,0
NQT5H,other,673,1,0
RD3,1,5526,1074,1692
RD3,other,1716,1,0
REF,1,6014,355,2685
REF,other,11044,67,33
RH8,1,7396,666,1878
RH8,other,3891,1,0
RD1,1,6176,1375,2501
RD1,other,974,6,33
RNZ,1,3887,290,1195
RNZ,2,310,0,0
Y02666,other,1597,0,0
RH5,other,7547,53,0
RYF,other,1430,7,0
RBA,1,6150,695,2156
AAH,other,151,0,0
RDZ,1,6513,653,1954
RDZ,2,1307,1,4
RDZ,other,210,0,0
RA9,1,6124,1122,2528
RA9,other,2931,0,0
RA7,1,9569,1748,2985
RA7,2,2036,114,9
RK9,1,8266,2322,2888
RK9,2,214,0,0
RK9,other,4067,89,0
Y02584,other,471,0,0
RA3,1,3825,476,1016
AXG,other,2980,24,0
NLX24,other,1538,0,0
RA4,1,4388,82,1292
