org_code,type,attendances,breaches,admissions
RWA,1,11665,2757,3055
RV9,other,530,0,0
RXN,1,4474,1884,2266
RXN,other,8139,473,463
RR8,1,16862,4146,4671
RR8,other,3566,9,0
REP,2,1041,12,110
R0A,1,21313,5059,6694
R0A,2,3285,56,177
R0A,other,8814,43,169
RW4,other,2280,0,0
RBT,1,5631,1207,2255
RBT,other,1728,3,0
RXF,1,17662,3696,4186
RXF,other,3501,23,135
Y02532,other,1613,0,0
Y03645,other,359,0,0
RNL,1,7582,740,2317
RNL,other,1393,0,0
RVW,1,3905,409,1650
RVW,other,10936,23,637
RTV,other,9848,100,0
NLO01,other,4634,206,0
RJL,1,12027,1796,3147
RTF,1,9198,1091,4753
RTF,other,9432,60,37
Y02572,other,1037,0,0
Y02533,other,291,0,0
RW6,1,22606,6722,6526
RW6,other,10229,249,111
RT2,other,3645,0,0
AC008,other,858,0,0
RQ6,1,9022,3010,2518
RQ6,2,1863,0,25
RQ6,other,9566,0,0
RM3,1,8645,1998,2824
RM3,other,29,0,0
AXT02,other,4394,0,0
RCU,1,5206,141,720
RCU,other,164,0,0
RHQ,1,9273,2765,3038
RHQ,2,969,0,0
RHQ,other,8353,0,0
NQT5F,other,1754,2,0
RTR,1,10665,782,2408
RTR,other,1732,0,7
RE9,1,5491,486,1368
RE9,other,648,2,0
RVY,1,6805,1011,2688
RVY,other,3047,26,0
RBN,1,9514,3004,4320
RWJ,1,7057,2203,2525
RWJ,other,773,2,105
RMP,1,6922,902,1733
RMP,other,4961,25,0
RTD,1,9971,902,2330
RTD,2,1626,22,13
RTD,other,7824,1,0
RFR,1,8553,1341,1668
NNF76,other,3845,4,0
RTX,1,7775,1591,2212
RTX,2,68,0,0
RTX,other,1640,76,47
RWW,1,6258,2064,2120
RWW,other,2669,45,0
RY7,other,4198,5,0
RBL,1,7168,2612,2393
RBL,other,3268,1,0
AJN,other,550,0,0
RRF,1,6880,1699,2509
RRF,other,595,3,0
RCB,1,10198,2036,4050
RCB,other,6373,23,0
RTK,1,9096,2039,2167
NTV0B,other,3763,1,0
NQT10,other,3783,0,0
RWX,other,1744,0,0
Y04538,other,3242,0,0
RXH,1,13061,2974,3369
RXH,2,938,11,21
Y02676,other,1763,0,0
RXQ,1,6461,1248,3456
RXQ,2,1209,0,938
RXQ,other,5126,28,0
RN7,1,9351,2022,2734
RN7,other,1494,2,0
Y00751,other,4427,51,0
RVV,1,14948,3709,4412
RVV,other,3078,11,179
RXC,1,9550,966,3449
RXC,other,780,0,0
Y02816,other,1583,0,0
NDJ,other,1391,0,0
RDU,1,20418,2605,6431
RN5,1,9564,2349,2627
RN5,other,793,0,0
NDA57,other,447,3,0
Y03051,other,1995,0,0
R1F,1,3681,816,899
R1F,other,1052,0,0
RYY,other,5628,7,0
RWF,1,12686,1585,4077
RWF,other,1987,1,0
RPA,1,7446,1896,2029
RPA,other,3043,4,0
RNU,other,2230,108,0
RTH,1,11436,1681,3549
RTH,2,1410,0,59
RTH,other,480,0,18
RHU,1,9936,2843,3590
RHU,2,669,0,0
RHU,other,1667,2,5
RPC,other,991,2,22
RHW,1,9423,1587,3141
RHW,2,1334,33,0
RHW,other,882,0,0
RA2,1,6215,873,2537
RA2,other,1,0,1
NTP11,other,3956,5,0
RW1,other,590,0,1
NTPAD,other,4876,4,0
RTP,1,8070,988,2617
RTP,other,722,0,0
RDR,other,8555,109,3
RHM,1,8753,1032,3254
RHM,2,1369,88,14
RHM,other,1965,7,19
RYR,1,12065,914,3862
G82071,other,2582,0,0
NTV0W,other,3381,9,0
NLW,other,4572,5,0
NLT02,other,1040,0,0
RBD,1,3921,408,1516
RBD,other,3927,1,0
DD401,other,1027,0,0
R1J,other,5442,27,0
RTE,1,12638,1574,4125
RN3,1,6883,1612,2414
RN3,other,4933,76,0
RVJ,1,7706,1166,3251
RBZ,1,3890,725,1249
RBZ,other,802,0,1
L83087,other,96,0,0
NQT5H,other,618,4,0
RD3,1,5447,758,1933
RD3,other,1616,0,0
REF,1,6341,1117,2741
REF,other,9312,45,43
RH8,1,7589,1090,2096
RH8,other,3897,1,0
RD1,1,6073,1337,2596
RD1,other,1123,3,16
RNZ,1,3980,384,1269
RNZ,2,238,0,0
RNZ,other,1503,0,0
Y02666,other,1494,0,0
RH5,other,6838,63,0
RYF,other,1457,5,0
RBA,1,6246,597,2187
AAH,other,124,0,0
RDZ,1,6159,839,1943
RDZ,2,1190,1,9
RDZ,other,1237,0,0
RA9,1,5961,1045,2297
RA9,other,2495,9,0
RA7,1,10065,1960,3367
RA7,2,1805,52,9
RK9,1,8635,1948,3067
RK9,2,193,0,0
RK9,other,3497,9,0
RA3,1,3911,889,1128
AXG,other,2621,16,0
NLX24,other,1398,1,0
RA4,1,4896,179,1657
