org_code,type,attendances,breaches,admissions
RGN,other,863,0,0
RNS,1,8997,1510,2612
RNS,2,1183,18,0
RNS,other,1240,0,0
NMH01,other,5606,0,0
NR3,other,4961,25,0
RX1,1,13144,3313,3940
RX1,2,1788,32,0
RX1,other,2950,103,0
NLO10,other,2252,0,0
C82010,other,366,0,0
NLO12,other,324,6,0
Y02428,other,2513,0,0
RXK,1,14389,3716,3268
RXK,2,1300,19,29
RXK,other,3077,0,0
RK5,1,9056,533,2681
RK5,other,4713,64,9
RXW,1,9939,3325,2448
RXW,other,1912,22,107
R1D,other,2522,0,0
C83023,other,703,0,0
Y02615,other,6227,0,0
RJC,1,5984,372,1878
RJC,other,875,0,0
RAJ,1,7908,440,2150
RAJ,other,1318,20,263
Y02961,other,2845,0,0
RNA,1,9113,2141,2115
RNA,other,5753,31,0
RQW,1,8829,2139,2050
RCX,1,5963,1036,2171
RL4,1,11639,1133,2601
RL4,other,8906,67,0
RWD,1,12827,3573,3803
RWD,other,1345,0,0
RRK,1,10573,1637,4044
RKB,1,12362,1847,4364
RKB,2,1864,13,104
RKB,other,6192,99,3
RWE,1,18988,2436,4736
RWE,2,1763,22,8
RJE,1,16732,3676,5534
RJE,2,422,0,0
RJE,other,5967,78,0
RBK,1,6688,1423,2010
RBK,other,3671,9,0
ATQ02,other,3545,0,0
RWG,1,8516,1723,3042
RWG,other,3997,14,0
RGR,1,5973,408,2093
RGR,other,521,0,0
RWP,1,10780,3658,3112
RWP,other,6472,4,0
RLQ,1,5258,1275,1270
RLQ,other,461,0,0
REM,1,7904,2151,3564
REM,other,7279,2,0
RCF,1,5356,442,1239
RCF,2,253,0,0
RCF,other,703,0,0
RBS,1,5489,273,1049
RFF,1,8390,585,2144
RXL,1,7050,3184,2498
RXL,other,12361,62,0
RMC,1,9888,1811,2291
RMC,other,998,5,42
RAE,1,10983,1630,3746
RAE,other,1246,15,148
NNF09,other,2720,18,0
RY2,other,12886,199,0
RWY,1,13433,909,3172
RLN,1,8431,1342,2854
RLN,2,2431,5,26
RLN,other,3282,16,0
RJR,1,6534,1496,1752
RJR,other,594,7,0
RXP,1,11536,1212,3581
RXP,other,7441,0,0
RP5,1,12085,829,3184
RP5,other,3260,0,420
Y01231,other,2776,0,0
Y01069,other,3622,0,0
RJN,1,4249,575,967
RJN,other,220,0,0
RXR,1,9737,2443,3258
RXR,other,9615,410,54
NNF94,other,2418,16,0
RR7,1,8155,676,1768
RR7,other,2656,0,0
RCD,1,4621,246,982
RCD,other,908,0,0
RWA,1,12020,2149,3241
RV9,other,787,1,0
RXN,1,6428,2028,2151
RXN,other,7291,270,404
RR8,1,17750,2129,5391
RR8,other,3987,0,0
RY1,other,2749,0,0
REP,2,1165,26,87
R0A,1,22478,4673,6860
R0A,2,3535,91,204
R0A,other,9784,28,160
RBT,1,5727,1175,2192
RBT,other,2206,2,0
RXF,1,18685,1728,4276
RXF,other,3900,24,135
Y02532,other,1857,0,0
Y03645,other,394,0,0
RNL,1,8364,592,2075
RNL,other,2064,5,0
RVW,1,3806,343,1576
RVW,other,11326,14,732
RTV,other,1968,2,0
NLO01,other,4725,126,0
RJL,1,12324,1447,2880
RTF,1,8967,254,4006
RTF,other,9447,31,27
Y02572,other,897,0,0
Y02533,other,336,0,0
RW6,1,23541,3298,6801
RW6,other,10459,155,110
RT2,other,3520,0,0
AC008,other,1246,0,0
RQ6,1,8323,2355,2663
RQ6,2,1885,16,39
RQ6,other,10798,0,0
RM3,1,8843,895,2773
RM3,other,573,0,0
AXT02,other,4088,0,0
RCU,1,5072,89,584
RCU,other,34,0,0
RHQ,1,9527,2091,2974
RHQ,2,1135,0,0
RHQ,other,8271,0,0
NQT5F,other,1984,5,0
RTR,1,11631,300,2502
RTR,other,2199,0,7
RE9,1,5769,300,1292
RE9,other,575,1,0
RVY,1,7058,1162,2281
RVY,other,3590,36,0
RBN,1,10066,2834,4510
RWJ,1,7626,957,2865
RWJ,other,897,0,0
RMP,1,7497,622,1928
RMP,other,5550,30,0
RTD,1,10564,796,2487
RTD,2,1836,68,6
RTD,other,8793,4,1
RFR,1,8862,901,1553
NNF76,other,3487,0,0
RTX,1,8469,915,2198
RTX,2,122,0,0
RTX,other,2156,91,99
RWW,1,6912,1054,2343
RWW,other,3218,16,0
RY7,other,4643,8,0
RBL,1,8087,1871,2469
RBL,other,3268,2,0
AJN,other,461,0,0
RRF,1,7439,467,2693
RRF,other,748,2,0
RCB,1,10266,1721,3890
RCB,other,7719,65,0
RTK,1,8705,1122,2172
RTK,other,334,1,19
NTV0B,other,4031,2,0
NQT10,other,3859,0,0
RWX,other,2347,0,0
Y04538,other,3715,0,0
RXH,1,13461,2198,3460
RXH,2,1065,23,21
Y02676,other,1964,0,0
RXQ,1,6897,1382,2913
RXQ,2,1204,0,821
RXQ,other,5111,60,0
RN7,1,9470,1213,2911
RN7,other,1976,13,0
Y00751,other,4240,11,0
RVV,1,14627,3588,4445
RVV,other,4095,7,318
RXC,1,10754,795,3204
RXC,other,342,0,0
Y02816,other,1404,0,0
NDJ,other,1678,0,0
RDU,1,21112,2532,6642
RN5,1,10053,1549,2476
RN5,other,1134,34,0
NDA57,other,618,16,0
Y03051,other,1998,0,0
R1F,1,4269,529,955
R1F,other,141,0,0
RYY,other,7212,34,0
RWF,1,13537,1256,4331
RWF,other,2253,7,0
RPA,1,8399,2143,2373
RPA,other,2528,0,0
RNU,other,3334,164,0
RTH,1,11890,1580,3268
RTH,2,1498,0,102
RTH,other,512,1,28
RHU,1,10312,2350,3386
RHU,2,778,0,0
RHU,other,2253,6,3
RPC,other,1005,8,20
RHW,1,9346,426,3029
RHW,2,1574,42,3
RHW,other,1051,0,0
RA2,1,6547,487,2398
RA2,other,11,0,6
NTP11,other,5032,19,0
RW1,other,817,1,5
NTPAD,other,5233,14,0
RTP,1,8252,188,2512
RTP,other,682,0,0
RDR,other,10422,68,2
RHM,1,9063,1642,3163
RHM,2,1641,42,16
RHM,other,2671,1,5
RYR,1,12542,483,3706
G82071,other,2794,0,0
NTV0W,other,3620,7,0
NLW,other,4629,18,0
NLT02,other,1412,0,0
RBD,1,4159,230,1361
RBD,other,5033,7,0
DD401,other,1315,0,0
R1J,other,6998,86,2
RTE,1,12961,1091,3890
RN3,1,7039,680,2258
RN3,other,4730,85,0
RVJ,1,7998,883,2635
RBZ,1,4046,613,1097
RBZ,other,1177,0,0
L83087,other,169,0,0
NQT5H,other,793,2,0
RD3,1,6053,972,1810
RD3,other,2180,2,0
REF,1,6660,596,2827
REF,other,12796,77,51
RH8,1,8100,1091,2014
RH8,other,4582,3,0
RD1,1,6311,929,2413
RD1,other,1040,5,40
RNZ,1,4334,402,1215
RNZ,2,306,0,0
Y02666,other,1509,0,0
RH5,other,8510,44,0
RYF,other,1572,11,0
RBA,1,6620,641,2176
AAH,other,187,0,0
RDZ,1,7019,561,1830
RDZ,2,1331,2,5
RDZ,other,339,0,0
RA9,1,6434,1294,2522
RA9,other,3319,3,0
RA7,1,9933,1020,2993
RA7,2,2007,38,10
RK9,1,9024,1928,3075
RK9,2,246,0,0
RK9,other,4713,52,0
Y02584,other,445,0,0
RA3,1,4390,348,1090
AXG,other,3515,46,0
NLX24,other,1836,11,0
RA4,1,4840,59,1471
