org_code,type,attendances,breaches,admissions
RKB,2,1804,22,92
RKB,other,2139,4,8
RWE,1,11449,3406,3383
RWE,2,1895,122,7
RWE,other,5580,21,193
RJE,1,14718,4227,4622
RJE,2,443,0,0
RJE,other,4806,15,0
RBK,1,6077,913,1757
RBK,other,3833,7,0
ATQ02,other,3750,0,0
RWG,1,7209,2244,2379
RWG,other,3905,70,0
RGR,1,5322,499,1616
NLO20,other,3032,48,0
RWP,1,9754,2339,2931
RWP,other,5204,0,0
R1A,2,717,0,0
RLQ,1,4299,716,823
RLQ,other,3184,0,0
REM,1,6585,1332,2379
REM,other,6082,0,0
RCF,1,4564,297,1007
RBS,1,4562,194,937
RFF,1,6761,473,2012
RXL,1,7076,1605,1916
RXL,other,9182,9,0
RMC,1,9224,1822,2182
RAE,1,11005,901,2775
NNF09,other,845,0,0
RY2,other,7639,32,0
RWY,1,12120,743,2478
NTP08,other,3852,0,0
RW3,1,11977,1655,3347
RW3,2,3353,11,133
RW3,other,9619,26,153
RLN,1,6933,769,2525
RLN,2,2278,8,34
RLN,other,2489,7,0
RJR,1,5671,688,1891
RJR,other,782,8,0
RXP,1,10546,1943,3071
RXP,other,12646,0,0
RNN,other,1129,10,0
RP5,1,10784,669,3070
RP5,other,2766,0,308
RJN,1,3887,659,859
RJN,other,460,0,0
RXR,1,9069,1573,2927
RXR,other,5344,84,33
NNF28,other,307,0,0
RR7,1,6736,138,1606
RR7,other,2230,0,0
RCD,1,3830,246,839
RCD,other,693,0,0
RWA,1,10307,1223,1332
RWA,other,1243,4,0
RV9,other,1547,1,0
RXN,1,8962,1235,1947
RXN,other,1073,1,39
Y01231,other,2483,0,0
RR8,1,16500,1792,6258
RR8,other,1884,0,0
Y02875,other,3719,0,0
RY1,other,2043,0,0
REP,2,963,4,114
Y01069,other,3235,0,0
RBT,1,5114,708,1875
RBT,other,1823,0,0
RXF,1,19118,2219,4113
RNL,1,7296,834,1869
RVW,1,5650,450,1409
RVW,other,1419,1,1
RTV,other,1677,0,0
NLO01,other,6106,10,0
RJL,1,10526,1214,2556
RJL,other,1517,4,0
RTF,1,13608,728,3491
RTF,other,1915,4,0
RW6,1,21068,3501,4741
RW6,other,4184,88,80
RT2,other,5132,3,0
RQ6,1,7383,2103,2200
RQ6,2,1846,1,44
RQ6,other,9627,0,0
RM3,1,7997,587,2652
RCU,1,4849,183,637
Y02565,other,5226,0,0
RTR,1,10077,705,1979
RTR,other,5673,0,28
RE9,1,4927,436,1207
RE9,other,730,5,0
RVY,1,5746,1240,1876
RVY,other,5259,15,0
RBN,1,8212,1523,3046
RBN,other,5143,25,0
RWJ,1,7662,1585,2240
RMP,1,6892,520,1762
RTD,1,9712,843,2142
RTD,2,1701,36,20
RTD,other,4161,0,1
RFR,1,6262,442,1348
RM2,1,7696,1666,2385
RTX,1,7217,1109,2087
RTX,other,1572,72,135
RWW,1,6517,915,2643
RWW,other,3232,16,1
RY7,other,5445,20,0
RBL,1,7132,1423,2199
RBL,other,2550,1,0
AJN,other,1765,0,0
RRF,1,7368,518,1787
RCB,1,9101,1986,3008
RCB,other,6028,22,0
RTK,1,7898,1573,1845
RTK,other,1255,0,0
Y02688,other,3521,3,0
NQT10,other,3339,0,0
RWX,other,5494,0,0
RXH,1,10669,1857,2857
RXH,2,1091,0,16
NLW,other,5037,56,0
RXQ,1,6475,929,2553
RXQ,2,1125,0,426
RXQ,other,3376,12,0
Y02596,other,2190,0,0
Y00058,other,2744,12,0
NLT02,other,1080,0,0
RJ8,other,8213,12,5
RN7,1,8118,1315,2172
RBD,1,3600,401,1308
RDY,other,3509,2,2
RVV,1,11821,2456,2999
RVV,other,4694,168,1173
RXC,1,8175,1399,2622
RDU,1,18792,1191,5624
R1J,other,5510,24,3
RTE,1,10777,1575,3771
RN3,1,6146,1450,2138
RN3,other,5902,30,0
RN5,1,8559,1933,2061
RN5,other,638,0,0
NDA57,other,671,1,0
R1F,1,3154,729,821
R1F,other,1570,0,0
RYY,other,7798,1,0
NR5,other,3525,0,0
RWF,1,11282,1088,3180
RWF,other,1675,2,0
RPA,1,8878,1970,2020
RVJ,1,6931,1586,2271
RBZ,1,3589,294,1105
RBZ,other,6176,0,0
RNU,other,2661,147,0
RTH,1,10401,1494,3092
RTH,2,1599,0,78
NLX02,other,622,0,0
RK9,1,7665,1082,2429
RK9,2,244,0,0
RD3,1,5424,593,1577
RHU,1,8563,2647,2905
RHU,2,819,4,0
RHU,other,1777,2,4
RPC,other,799,10,12
RHW,1,8569,873,3071
RHW,2,1248,1,6
REF,1,5567,1218,2553
REF,other,1483,10,11
RH8,1,7905,542,1848
RA2,1,5399,774,1451
RD1,1,5749,875,2124
RD1,other,1060,15,78
RNZ,1,3693,351,1048
RNZ,2,294,14,0
Y02666,other,2050,0,0
RH5,other,7068,92,0
NTP11,other,4165,2,0
RW1,other,2029,19,1
NTPAD,other,3706,3,0
RTP,1,7520,654,2278
RDR,other,8535,60,0
RBA,1,5102,459,1578
AAH,other,212,0,0
RDZ,1,5921,658,1730
RDZ,2,1585,1,9
RA9,1,5923,919,2324
RA9,other,2703,0,0
RHM,1,7874,1139,3046
RHM,2,1559,9,17
RA7,1,8634,1342,2630
RA7,2,2056,13,12
RYR,1,11173,416,3123
RYR,other,965,1,0
RA3,1,4205,997,987
NDA56,other,2601,3,0
G82071,other,2049,0,0
NDA55,other,3103,15,0
NLX24,other,1517,1,0
RA4,1,3813,303,1359
