org_code,type,attendances,breaches,admissions
NR3,other,4408,36,0
RX1,1,13762,2238,3711
RX1,2,1497,11,0
RX1,other,230,3,0
NLO10,other,2710,20,0
C82010,other,277,0,0
NLO12,other,333,3,0
Y02428,other,2287,0,0
RXK,1,13817,2148,2998
RXK,2,1170,29,42
RXK,other,2417,0,0
RK5,1,8012,617,2488
RK5,other,4213,38,19
RXW,1,10459,2495,2224
RXW,other,204,0,0
R1D,other,2132,1,0
Y02615,other,5209,0,0
RJC,1,5259,233,1680
RJC,other,681,0,0
RAJ,1,8355,743,2420
Y02470,other,1868,0,0
Y02961,other,2711,0,0
RNA,1,8115,1607,2221
RNA,other,4607,27,0
RQW,1,8139,2039,1843
RCX,1,5697,581,2142
RL4,1,11009,1301,2433
RL4,other,7637,173,0
RWD,1,12947,2895,3389
RRK,1,9685,1279,2890
RKB,1,11093,2352,4080
RKB,2,1922,12,104
RKB,other,2207,15,4
RWE,1,16687,3051,4229
RWE,2,1613,18,5
RJE,1,13548,3932,4425
RJE,2,432,0,0
RJE,other,6354,182,0
RBK,1,5937,1814,2012
RBK,other,3478,1,0
ATQ02,other,3477,0,0
RWG,1,7322,1923,2774
RWG,other,3699,2,0
RGR,1,5831,578,2009
RWP,1,9896,3093,2983
RWP,other,5396,1,0
RLQ,1,4703,773,1107
RLQ,other,412,0,0
REM,1,7421,2462,2813
REM,other,6528,0,0
RCF,1,5225,357,1037
RBS,1,4030,67,785
NNF70,other,520,0,0
RFF,1,6586,492,1901
RXL,1,7491,3299,2327
RXL,other,9759,2,0
RMC,1,8396,2016,2151
RMC,other,914,3,18
RAE,1,10879,1268,3002
NNF09,other,2122,8,0
RY2,other,7763,42,0
RWY,1,12155,779,2851
RW3,1,11468,1663,3435
RW3,2,3380,14,145
RW3,other,8987,7,99
RLN,1,7361,517,2597
RLN,2,2279,12,39
RLN,other,2847,12,0
RJR,1,6134,893,1956
RJR,other,307,6,0
RXP,1,10806,849,3246
RXP,other,6668,0,0
RNN,other,2449,20,0
RP5,1,10762,888,3162
RP5,other,3045,0,310
RJN,1,4063,618,850
RJN,other,118,0,0
RXR,1,8822,1710,2962
RXR,other,7752,182,26
RR7,1,7126,564,1474
RR7,other,2351,0,0
RCD,1,4002,186,930
RCD,other,931,0,0
NNF99,other,283,0,0
RWA,1,10825,974,3026
RWA,other,1304,0,0
RV9,other,788,3,0
RXN,1,5495,1632,1783
RXN,other,6272,254,340
Y01231,other,2416,0,0
RR8,1,16616,2346,5009
RR8,other,2546,9,0
Y02875,other,3752,0,0
RY1,other,1716,0,0
REP,2,1028,13,91
Y01069,other,3107,0,0
RBT,1,5505,331,1826
RBT,other,1506,0,0
RXF,1,19453,3149,4292
RNL,1,7960,751,2027
RVW,1,3599,301,1405
RVW,other,9081,2,357
RTV,other,1720,3,0
NLO01,other,6291,155,0
RJL,1,11036,1348,2476
RJL,other,1419,0,0
RTF,1,8029,771,4084
RTF,other,9058,60,23
Y02572,other,629,0,0
RW6,1,22134,3832,5613
RW6,other,3992,83,82
RT2,other,3036,0,0
AC008,other,980,0,0
RQ6,1,7576,1801,2530
RQ6,2,1534,17,49
RQ6,other,10254,0,0
RM3,1,8283,578,2712
AXT02,other,2871,0,0
RCU,1,3617,41,493
RHQ,1,9405,1395,3100
RHQ,2,1226,0,3
RHQ,other,6774,0,5
RTR,1,10524,479,1966
RTR,other,2049,0,13
RE9,1,4875,214,1171
RE9,other,721,0,0
RVY,1,6018,1067,1679
RVY,other,3207,1,0
RBN,1,9090,1374,3588
RBN,other,5495,11,0
RWJ,1,7865,1406,2453
RMP,1,6981,685,1560
RMP,other,4375,0,0
RTD,1,9780,738,2266
RTD,2,1855,33,20
RTD,other,3796,0,8
RFR,1,7725,1359,1473
RM2,1,8143,862,2616
RTX,1,7550,1148,2011
RTX,other,1971,123,79
RWW,1,6718,584,2630
RWW,other,3879,11,0
RY7,other,4446,15,0
RBL,1,7659,2077,2305
RBL,other,2479,26,0
NNF18,other,266,0,0
AJN,other,496,0,0
RRF,1,7212,1234,2086
RCB,1,9367,1977,3417
RCB,other,7767,56,0
RTK,1,8197,1005,1974
RTK,other,1314,0,0
NTV0B,other,3418,1,0
NQT10,other,3109,45,0
RWX,other,3966,0,0
Y04538,other,3112,1,0
RXH,1,12065,2147,3370
RXH,2,1098,10,20
NLW,other,4505,16,0
RXQ,1,6884,1587,2684
RXQ,2,1283,0,508
RXQ,other,3452,31,0
NLT02,other,1045,0,0
RN7,1,8281,889,2355
RN7,other,1793,1,0
RBD,1,4024,173,1316
RBD,other,4898,0,0
RVV,1,13725,5244,4283
RVV,other,3807,14,355
RXC,1,10477,786,2973
DD401,other,1269,1,0
RDU,1,19250,1857,5798
R1J,other,6071,53,1
RTE,1,11772,1398,3574
RN3,1,5838,1130,2041
RN3,other,7983,122,0
RN5,1,9136,876,2337
RN5,other,1084,0,0
NDA57,other,731,6,0
R1F,1,4283,264,848
R1F,other,873,0,0
RYY,other,6788,7,0
RWF,1,12131,963,3946
RWF,other,2015,0,0
RPA,1,9825,1207,2218
RVJ,1,7182,1928,2334
RBZ,1,4268,813,1276
RBZ,other,4694,0,0
L83087,other,157,0,0
RNU,other,2771,66,0
RTH,1,10663,1874,2897
RTH,2,1650,0,83
NQT5H,other,658,1,0
RK9,1,8436,1260,2978
RK9,2,252,0,0
RK9,other,4233,5,0
RD3,1,5835,635,1652
RD3,other,1804,1,0
RHU,1,9355,3156,2907
RHU,2,806,1,0
RHU,other,1965,1,4
RPC,other,1006,4,15
RHW,1,8991,898,2900
RHW,2,1414,3,8
REF,1,7278,1842,2850
REF,other,13481,42,45
RH8,1,8371,866,1950
RH8,other,1040,1,0
RA2,1,5524,296,2005
RD1,1,6046,653,2135
RD1,other,802,5,133
RNZ,1,3977,371,1125
RNZ,2,279,0,0
Y02666,other,1341,0,0
RH5,other,8033,26,0
RYF,other,1237,2,0
NTP11,other,4070,1,0
RW1,other,702,0,0
NTPAD,other,4749,20,0
RTP,1,8043,451,2516
RDR,other,9415,167,0
RBA,1,6126,537,1982
AAH,other,183,0,0
RDZ,1,6821,449,1965
RDZ,2,1460,1,4
RA9,1,6616,666,2518
RA9,other,3190,1,0
RHM,1,8618,1224,3212
RHM,2,1454,33,15
RHM,other,1896,4,11
RA7,1,8371,847,2640
RA7,2,1995,59,9
Y02584,other,331,0,0
RYR,1,11970,678,3229
RYR,other,950,6,0
RA3,1,3961,451,953
G82071,other,2527,0,0
NTV0W,other,3448,2,0
NLX24,other,1380,0,0
RA4,1,3981,71,1233
