org_code,type,attendances,breaches,admissions
RWG,1,7555,1928,2843
RWG,other,3834,7,0
RGR,1,5691,755,1867
RGR,other,381,0,0
RWP,1,10358,3856,3093
RWP,other,6026,17,0
RLQ,1,5004,1224,1327
RLQ,other,401,0,0
REM,1,7719,1545,3552
REM,other,6392,10,0
RCF,1,4968,591,1388
RCF,2,702,0,0
RCF,other,114,0,0
RBS,1,3873,62,857
RFF,1,7630,214,2155
RXL,1,6559,3159,2344
RXL,other,11829,67,0
RMC,1,8635,1109,2075
RMC,other,782,3,30
RAE,1,9826,1479,3440
RAE,other,996,10,111
NNF09,other,2569,10,0
RY2,other,11459,34,0
RWY,1,12311,1089,2842
RLN,1,8043,1337,2835
RLN,2,2200,43,39
RLN,other,2823,7,0
RJR,1,6068,843,1800
RJR,other,592,2,0
RXP,1,10587,1521,3517
RXP,other,6459,0,0
RP5,1,11268,1041,3294
RP5,other,2905,0,349
Y01231,other,2320,6,0
Y01069,other,3099,0,0
RJN,1,3851,770,918
RJN,other,223,0,0
RXR,1,9107,3182,3129
RXR,other,5693,349,30
NNF94,other,2404,10,0
RR7,1,7502,446,1774
RR7,other,2436,0,0
NNFA7,other,1357,2,0
RCD,1,4222,299,977
RCD,other,848,0,0
RWA,1,11090,1392,2848
RV9,other,942,0,0
RXN,1,6266,1617,2063
RXN,other,6669,176,409
RR8,1,16021,2415,5039
RR8,other,3403,6,0
REP,2,1066,27,98
R0A,1,19925,3369,6615
R0A,2,3594,44,189
R0A,other,8600,45,152
RW4,other,1645,0,0
RBT,1,5528,965,2422
RBT,other,1991,2,0
RXF,1,16852,2869,3894
RXF,other,3408,122,169
Y02532,other,1642,0,0
Y03645,other,474,0,0
RNL,1,7843,860,2063
RNL,other,1958,10,0
RVW,1,3565,311,1462
RVW,other,10555,9,656
RTV,other,1711,2,0
NLO01,other,4155,86,0
RJL,1,11972,1554,2962
RTF,1,8938,345,4218
RTF,other,8927,29,29
Y02572,other,642,0,0
Y02533,other,291,0,0
RW6,1,21419,3467,6201
RW6,other,9144,84,147
RT2,other,3398,0,0
AC008,other,1075,0,0
RQ6,1,7576,2164,2568
RQ6,2,1815,9,32
RQ6,other,9689,0,0
RM3,1,8014,796,2678
RM3,other,618,0,0
AXT02,other,3242,0,0
RCU,1,3363,47,430
RHQ,1,9087,2109,2943
RHQ,2,1288,0,0
RHQ,other,7357,0,0
NQT5F,other,1863,3,0
RTR,1,10832,702,2323
RTR,other,2112,0,10
RE9,1,5007,246,1166
RE9,other,471,0,0
RVY,1,6538,1006,2321
RVY,other,3016,59,0
RBN,1,9307,1827,4370
RWJ,1,7247,1601,2695
RWJ,other,784,0,0
RMP,1,6807,569,1713
RMP,other,4577,0,0
RTD,1,9328,607,2327
RTD,2,1910,27,15
RTD,other,7622,2,5
RFR,1,7842,977,1499
NNF76,other,3261,0,0
RTX,1,7679,1196,2028
RTX,2,122,0,0
RTX,other,2108,98,114
RWW,1,6424,1360,2402
RWW,other,2831,5,0
RY7,other,4370,3,0
RBL,1,7527,1727,2522
RBL,other,3012,1,0
AJN,other,361,0,0
RRF,1,6948,631,2496
RRF,other,590,0,0
RCB,1,10007,1244,3754
RCB,other,8208,122,0
RTK,1,7880,1607,2248
RTK,other,254,0,25
NTV0B,other,3844,2,0
NQT10,other,3190,0,0
RWX,other,2213,0,0
Y04538,other,3147,0,0
RXH,1,13043,2827,3379
RXH,2,1164,7,28
Y02676,other,1741,10,0
RXQ,1,6297,1586,3028
RXQ,2,1243,0,843
RXQ,other,4739,12,0
RN7,1,8538,1336,2527
RN7,other,1885,1,0
Y00751,other,3704,8,0
RVV,1,14781,3715,4316
RVV,other,3870,7,425
RXC,1,10799,1070,3264
RXC,other,306,0,0
Y02816,other,1394,0,0
NDJ,other,1588,0,0
RDU,1,19432,1930,6321
RN5,1,9285,1930,2504
RN5,other,978,16,0
NDA57,other,630,9,0
Y03051,other,2076,0,0
R1F,1,4285,1087,882
R1F,other,916,0,0
RYY,other,7298,10,0
RWF,1,12709,1287,4255
RWF,other,2226,1,0
RPA,1,7566,2125,2038
RPA,other,2502,0,0
RNU,other,2892,53,0
RTH,1,10315,1608,3064
RTH,2,1568,0,74
RTH,other,567,8,38
RHU,1,9921,2154,3392
RHU,2,754,0,0
RHU,other,2037,2,3
RPC,other,1106,0,27
RHW,1,8925,403,2882
RHW,2,1541,61,1
RHW,other,673,0,0
RA2,1,5992,584,2231
NTP11,other,4430,0,0
RW1,other,753,0,5
NTPAD,other,4910,1,0
RTP,1,7850,462,2511
RTP,other,682,0,0
RDR,other,9780,103,1
RHM,1,8488,1787,3027
RHM,2,1475,113,12
RHM,other,2537,18,8
RYR,1,12361,1003,3714
G82071,other,2891,0,0
NTV0W,other,3523,1,0
NLW,other,4813,7,0
NLT02,other,1250,0,0
RBD,1,4439,573,1497
RBD,other,5227,5,0
DD401,other,1484,1,0
R1J,other,6656,69,1
RTE,1,12200,1188,3825
RN3,1,6603,776,2163
RN3,other,4777,20,0
RVJ,1,7690,1633,3000
RBZ,1,4601,1084,1199
RBZ,other,1277,0,0
L83087,other,184,0,0
NQT5H,other,664,0,0
RD3,1,5921,761,1767
RD3,other,2272,2,0
REF,1,7358,1294,2830
REF,other,14526,154,31
RH8,1,7532,914,1906
RH8,other,5117,0,0
RD1,1,6242,1291,2564
RD1,other,892,6,26
RNZ,1,3945,593,1247
RNZ,2,299,0,0
Y02666,other,1509,0,0
RH5,other,8343,39,0
RYF,other,1526,10,0
RBA,1,6457,736,2189
AAH,other,195,1,0
RDZ,1,6904,507,1966
RDZ,2,1352,4,5
RDZ,other,853,0,0
RA9,1,6788,1352,2670
RA9,other,3805,0,0
RA7,1,8788,1053,2805
RA7,2,2074,26,12
RK9,1,8502,2469,2934
RK9,2,252,0,0
RK9,other,4442,111,0
RA3,1,4417,324,1171
AXG,other,3219,32,0
NLX24,other,1731,0,0
RA4,1,4373,63,1331
