org_code,type,attendances,breaches,admissions
RWE,2,1884,53,13
RJE,1,15139,2737,5882
RJE,2,449,0,0
RJE,other,6627,1,0
RBK,1,6637,1307,2175
RBK,other,3532,0,0
ATQ02,other,3220,0,0
RWG,1,8523,1919,3187
RWG,other,3908,11,0
RGR,1,5821,422,2084
RGR,other,435,0,0
RWP,1,10563,4098,3137
RWP,other,5866,6,0
RLQ,1,5153,1403,1313
RLQ,other,445,0,0
REM,1,7676,1656,3652
REM,other,382,0,0
RCF,1,5019,435,1436
RCF,2,685,0,0
RCF,other,268,0,0
RBS,1,5428,493,1170
RFF,1,8156,377,2284
RXL,1,6577,2706,2414
RXL,other,11804,84,0
RMC,1,9004,866,2308
RMC,other,1020,7,17
RAE,1,10640,2255,2982
RAE,other,1076,7,96
NNF09,other,2482,5,0
RY2,other,11783,70,0
RWY,1,12914,1251,3107
RLN,1,8345,980,2892
RLN,2,2064,79,27
RLN,other,2891,6,0
RJR,1,6192,1150,1850
RJR,other,600,2,0
RXP,1,11185,1288,3644
RXP,other,6607,0,0
RP5,1,11987,1140,3558
RP5,other,2589,3,421
Y01231,other,2497,11,0
Y01069,other,3091,0,0
RJN,1,4080,981,974
RJN,other,171,0,0
RXR,1,9912,2426,3770
RXR,other,5931,189,43
NNF94,other,2213,3,0
RR7,1,8003,630,1759
RR7,other,2435,0,0
NNFA7,other,1281,2,0
RCD,1,4464,232,1038
RCD,other,783,1,0
RWA,1,11602,965,2956
RV9,other,617,0,0
RXN,1,6519,2007,2232
RXN,other,6739,229,429
RR8,1,17884,3721,5257
RR8,other,3873,9,0
REP,2,1100,45,100
R0A,1,22171,6021,6938
R0A,2,3727,40,198
R0A,other,9832,38,181
RW4,other,2445,0,0
RBT,1,5998,1162,2403
RBT,other,2059,7,0
RXF,1,17824,3460,3946
RXF,other,3466,29,164
Y02532,other,1682,0,0
Y03645,other,408,0,0
RNL,1,8047,818,2214
RNL,other,1721,3,0
RVW,1,3898,469,1552
RVW,other,10983,18,636
RTV,other,9995,99,0
NLO01,other,4260,19,0
RJL,1,12088,1641,3138
RTF,1,9077,616,4536
RTF,other,10252,68,14
Y02572,other,707,0,0
Y02533,other,334,0,0
RW6,1,23546,4460,6617
RW6,other,10393,223,110
RT2,other,3495,0,0
AC008,other,1133,0,0
RQ6,1,8172,2609,2524
RQ6,2,2141,2,28
RQ6,other,10120,0,0
RM3,1,8787,1559,2923
RM3,other,508,0,0
AXT02,other,3765,0,0
RCU,1,5016,180,756
RCU,other,190,0,0
RHQ,1,9504,2015,2915
RHQ,2,1236,0,0
RHQ,other,8193,0,0
NQT5F,other,1956,14,0
RTR,1,11198,497,2451
RTR,other,1921,0,12
RE9,1,5247,171,1268
RE9,other,497,0,0
RVY,1,7142,1155,2668
RVY,other,3241,50,0
RBN,1,9889,1569,4644
RWJ,1,7337,2409,2464
RWJ,other,943,7,78
RMP,1,7494,818,1918
RMP,other,5229,1,0
RTD,1,10812,793,2447
RTD,2,2117,25,23
RTD,other,8768,5,4
RFR,1,8404,949,1589
NNF76,other,3460,0,0
RTX,1,8161,1393,2242
RTX,2,74,0,92
RTX,other,1876,138,202
RWW,1,6823,1684,2273
RWW,other,2815,53,0
RY7,other,4165,9,0
RBL,1,7883,2404,2514
RBL,other,2937,1,0
AJN,other,513,0,0
RRF,1,7114,1267,2451
RRF,other,672,0,0
RCB,1,10423,1512,3861
RCB,other,6537,33,0
RTK,1,8528,1846,2038
RTK,other,192,0,9
NTV0B,other,3376,0,0
NQT10,other,3613,94,0
RWX,other,2065,0,0
Y04538,other,3109,0,0
RXH,1,13588,2825,3229
RXH,2,1263,40,24
Y02676,other,1630,1,0
RXQ,1,6525,1461,3380
RXQ,2,1244,0,898
RXQ,other,5114,8,0
RN7,1,9249,1353,2597
RN7,other,1761,16,0
Y00751,other,3894,28,0
RVV,1,15212,3593,3980
RVV,other,3652,12,250
RXC,1,10069,677,3169
RXC,other,745,0,0
Y02816,other,398,0,0
NDJ,other,1538,0,0
RDU,1,20202,2207,6258
RN5,1,9571,2058,2554
RN5,other,912,9,0
NDA57,other,603,4,0
Y03051,other,1851,0,0
R1F,1,3713,858,944
R1F,other,738,0,0
RYY,other,6758,16,0
RWF,1,12861,1456,4115
RWF,other,2131,3,0
RPA,1,7710,1750,2065
RPA,other,2911,9,0
RNU,other,2845,83,0
RTH,1,11414,1422,3281
RTH,2,1736,0,77
RTH,other,535,2,25
RHU,1,10195,3063,3430
RHU,2,842,0,0
RHU,other,2051,2,5
RPC,other,913,0,31
RHW,1,9827,1415,3149
RHW,2,1562,61,1
RHW,other,830,0,0
RA2,1,6395,879,2406
NTP11,other,4382,35,0
RW1,other,717,0,2
NTPAD,other,5101,6,0
RTP,1,8076,606,2495
RTP,other,724,0,0
RDR,other,9860,70,0
RHM,1,8857,1599,3103
RHM,2,1593,204,35
RHM,other,2155,3,21
RYR,1,11970,797,3631
G82071,other,2734,0,0
NTV0W,other,3450,1,0
NLW,other,4959,6,0
NLT02,other,1259,0,0
RBD,1,3911,189,1405
RBD,other,4248,5,0
DD401,other,1154,1,0
R1J,other,5944,68,1
RTE,1,12610,1193,3871
RN3,1,7054,1479,2265
RN3,other,4712,69,0
RVJ,1,7848,1343,3018
RBZ,1,3948,629,1193
RBZ,other,936,0,0
L83087,other,163,0,0
NQT5H,other,687,6,0
RD3,1,5660,444,1905
RD3,other,1808,2,0
REF,1,6479,1119,2683
REF,other,11053,75,17
RH8,1,7942,1022,2049
RH8,other,4174,0,0
RD1,1,6440,1363,2541
RD1,other,1002,2,24
RNZ,1,4108,752,1216
RNZ,2,319,0,0
Y02666,other,1204,0,0
RH5,other,7562,74,0
RYF,other,1452,10,0
RBA,1,6220,623,2179
AAH,other,198,0,0
RDZ,1,6282,526,1815
RDZ,2,1381,5,3
RDZ,other,876,0,0
RA9,1,6241,1378,2454
RA9,other,3029,1,0
RA7,1,10265,1320,3277
RA7,2,2174,29,14
RK9,1,8716,2664,3055
RK9,2,243,0,0
RK9,other,4203,37,0
RA3,1,4133,525,1120
AXG,other,2948,18,0
NLX24,other,1748,1,0
RA4,1,4502,108,1487
