org_code,type,attendances,breaches,admissions
RQ6,1,7446,1739,2280
RQ6,2,1427,3,31
RQ6,other,10255,0,0
RM3,1,8362,842,2485
AXT02,other,3136,0,0
RCU,1,4546,138,610
RHQ,1,8920,1406,2792
RHQ,2,1176,0,0
RHQ,other,7242,0,8
RTR,1,10083,345,1827
RTR,other,2145,0,15
RE9,1,4827,151,1200
RE9,other,527,1,0
RVY,1,6177,978,1774
RVY,other,4830,2,0
RBN,1,8345,1500,3430
RBN,other,5342,16,0
RWJ,1,7740,1139,2597
RMP,1,6965,1278,1685
RTD,1,9993,790,2097
RTD,2,1754,52,26
RTD,other,4312,0,5
RFR,1,6039,1348,1545
RFR,other,4452,0,0
RM2,1,8070,432,2493
RTX,1,7321,1256,2012
RTX,other,2539,62,79
RWW,1,6619,893,2635
RWW,other,3838,5,0
RY7,other,4602,33,0
RBL,1,7987,1808,2535
RBL,other,2525,62,0
NNF18,other,203,0,0
AJN,other,428,0,0
RRF,1,7250,532,1942
RCB,1,8903,1124,3374
RCB,other,7196,20,0
RTK,1,7911,1097,1880
RTK,other,1182,0,0
NTV0B,other,3073,0,0
NQT10,other,3601,78,0
RWX,other,5651,0,0
Y04538,other,3346,2,0
RXH,1,12128,1939,3489
RXH,2,1061,2,33
NLW,other,4709,8,0
RXQ,1,6910,1056,2644
RXQ,2,1250,0,480
RXQ,other,3544,26,0
Y00058,other,2635,1,0
NLT02,other,1089,0,0
RJ8,other,9459,13,3
RN7,1,8252,1362,2452
RN7,other,1745,0,0
RBD,1,3721,108,1242
RBD,other,4309,0,0
RVV,1,12384,3945,3322
RVV,other,4809,21,402
RXC,1,9572,1904,2548
DD401,other,849,0,0
RDU,1,19209,1480,5567
R1J,other,6345,27,0
RTE,1,11096,1903,3483
RN3,1,5846,1484,1863
RN3,other,6086,97,0
RN5,1,8833,442,2254
RN5,other,1189,0,0
NDA57,other,586,0,0
R1F,1,3901,694,700
R1F,other,1251,0,0
RYY,other,6299,3,0
NR5,other,4184,7,0
RWF,1,11621,1754,3565
RWF,other,1922,0,0
RPA,1,9654,1856,2076
RVJ,1,7413,1021,2389
RBZ,1,3790,664,1077
RBZ,other,4259,0,0
L83087,other,161,0,0
RNU,other,2821,95,0
RTH,1,10698,1358,2990
RTH,2,1474,0,59
NQT5H,other,739,0,0
RK9,1,8291,1401,2936
RK9,2,246,0,0
RD3,1,5615,348,1543
RD3,other,1342,0,0
RHU,1,9314,2518,2865
RHU,2,722,2,0
RHU,other,2002,1,3
RPC,other,919,0,26
RHW,1,9280,705,2945
RHW,2,1408,11,6
REF,1,6163,1436,2615
REF,other,1790,20,35
RH8,1,8066,723,1743
RH8,other,874,0,0
RA2,1,5690,133,1839
RD1,1,6056,807,2090
RD1,other,1045,14,91
RNZ,1,3839,205,1043
RNZ,2,276,0,0
Y02666,other,1601,0,0
RH5,other,7372,58,0
RYF,other,1432,4,0
NTP11,other,4774,6,0
RW1,other,2345,6,3
NTPAD,other,4818,21,0
RTP,1,7980,564,2389
RDR,other,8722,355,0
RBA,1,5750,255,1796
AAH,other,190,0,0
RDZ,1,6348,353,1830
RDZ,2,1357,0,8
RA9,1,6147,515,2486
RA9,other,2883,0,0
RHM,1,8253,1002,3184
RHM,2,1424,19,10
RA7,1,8787,1803,2684
RA7,2,1753,61,16
RYR,1,11578,636,3288
RYR,other,933,3,0
RA3,1,4633,808,1063
G82071,other,2371,0,0
NTV0W,other,3039,5,0
NLX24,other,1290,18,0
RA4,1,3826,71,1290
