org_code,type,attendances,breaches,admissions
RNQ,1,7344,841,2407
C82038,other,476,0,0
RY5,other,13832,78,9
NJS05,other,3954,53,0
RC9,1,8918,108,2468
RC9,other,3825,0,0
C82009,other,397,0,0
NLO11,other,616,12,0
NLO09,other,599,5,0
RQ8,1,8217,1600,2270
RQ8,other,224,4,0
RD8,1,7662,1086,1382
RD8,other,4804,11,0
Y02652,other,3606,0,0
RM1,1,10078,974,2599
RM1,other,1246,0,0
RGN,1,11931,1118,3135
RGN,other,797,0,0
RNS,1,9139,1152,2738
RNS,2,1131,0,0
NMH01,other,5691,0,0
NR3,other,5215,85,0
RX1,1,14576,2824,3719
RX1,2,1657,0,0
RX1,other,221,4,0
NLO10,other,2747,50,0
C82010,other,302,0,0
NLO12,other,323,2,0
Y02428,other,2156,0,0
RXK,1,14612,2974,2938
RXK,2,1200,40,36
RXK,other,2416,0,0
RK5,1,8168,369,2325
RK5,other,4344,46,12
RXW,1,10557,2429,2268
RXW,other,1321,0,0
R1D,other,2397,0,0
Y02615,other,5282,0,0
RJC,1,5590,219,1727
RJC,other,748,0,0
RAJ,1,8729,811,2233
Y02470,other,1953,0,0
Y02961,other,2990,0,0
RNA,1,8902,888,2426
RNA,other,4810,0,0
RQW,1,8625,2159,1793
RCX,1,5538,906,2201
RL4,1,11531,1212,2592
RL4,other,8401,95,0
RWD,1,13203,2446,3360
RRK,1,9505,1190,2776
RKB,1,11566,2679,3954
RKB,2,2020,17,88
RKB,other,2415,22,0
RWE,1,17603,4302,4189
RWE,2,1706,23,9
RJE,1,14972,3755,4571
RJE,2,427,0,0
RJE,other,4705,50,0
RBK,1,6261,1501,2043
RBK,other,3760,0,0
ATQ02,other,3679,0,0
RWG,1,7807,1313,2864
RWG,other,4179,5,0
RGR,1,5922,265,1956
RWP,1,10313,2824,3174
RWP,other,6245,0,0
RLQ,1,4680,834,1161
RLQ,other,2781,0,0
REM,1,7023,2935,2396
REM,other,6578,0,0
RCF,1,5424,259,951
RBS,1,4738,189,978
NNF70,other,463,0,0
RFF,1,7062,576,2165
RXL,1,7262,2149,2161
RXL,other,9497,3,0
RMC,1,8793,1491,2056
RMC,other,948,1,32
RAE,1,10979,1508,2968
NNF09,other,1914,3,0
RY2,other,8017,128,0
RWY,1,12361,985,2872
RW3,1,12121,1617,3412
RW3,2,3520,7,145
RW3,other,9173,15,113
RLN,1,7687,643,2595
RLN,2,2502,14,32
RLN,other,2850,9,0
RJR,1,6075,775,1442
RJR,other,463,3,0
RXP,1,11379,1259,3316
RXP,other,7021,0,0
RNN,other,2184,58,0
RP5,1,11274,1071,3234
RP5,other,2921,0,288
RJN,1,4054,506,938
RJN,other,120,0,0
RXR,1,8653,2304,2995
RXR,other,7669,365,24
RR7,1,7246,358,1470
RR7,other,2471,4,0
RCD,1,4197,152,937
RCD,other,926,1,0
NNF99,other,230,0,0
RWA,1,11408,817,3116
RWA,other,1374,2,0
RV9,other,738,0,0
RXN,1,5352,922,1716
RXN,other,6803,90,331
Y01231,other,2747,0,0
RR8,1,16700,1614,5114
RR8,other,3012,2,0
Y02875,other,3874,0,0
RY1,other,2203,0,0
REP,2,1010,10,115
Y01069,other,3014,0,0
RBT,1,5838,437,1827
RBT,other,1755,0,0
RXF,1,20001,2480,4645
RNL,1,7829,581,1936
RVW,1,3723,126,1431
RVW,other,8666,4,418
RTV,other,1871,0,0
NLO01,other,6518,143,0
RJL,1,11396,2219,2386
RJL,other,1509,4,0
RTF,1,8022,631,4022
RTF,other,8618,79,19
RW6,1,22845,4287,5433
RW6,other,4173,178,111
RT2,other,2524,0,0
AC008,other,1153,0,0
RQ6,1,7515,1890,2226
RQ6,2,1728,29,47
RQ6,other,10357,0,0
RM3,1,8654,1408,2788
AXT02,other,2848,0,0
RCU,1,4728,82,639
RHQ,1,9006,1174,2611
RHQ,2,1328,0,5
RHQ,other,6798,3,7
RTR,1,10520,414,1961
RTR,other,2240,0,17
RE9,1,4943,170,1159
RE9,other,1070,0,0
RVY,1,6368,927,1836
RVY,other,3331,12,0
RBN,1,9094,1936,3577
RBN,other,5410,13,0
RWJ,1,8022,1177,2508
RMP,1,7215,671,1729
RTD,1,9749,658,2024
RTD,2,1824,30,28
RTD,other,4140,0,4
RFR,1,6283,1296,1538
RFR,other,3842,0,0
RM2,1,8388,827,2467
RTX,1,7570,1019,1928
RTX,other,1948,59,81
RWW,1,6909,1046,2559
RWW,other,4062,9,1
RY7,other,4345,74,0
RBL,1,8023,1919,2445
RBL,other,2388,44,0
NNF18,other,243,0,0
AJN,other,505,0,0
RRF,1,7737,1105,2026
RCB,1,9358,1312,3444
RCB,other,6972,16,0
RTK,1,8464,1086,1996
RTK,other,1344,0,0
NTV0B,other,3090,9,0
NQT10,other,3404,10,0
RWX,other,5684,0,0
Y04538,other,3259,0,0
RXH,1,12618,1844,3468
RXH,2,1084,0,24
NLW,other,4613,8,0
RXQ,1,7304,1027,3109
RXQ,2,1456,0,560
RXQ,other,3768,44,0
Y00058,other,2032,68,0
NLT02,other,1100,0,0
RJ8,other,10123,39,7
RN7,1,8257,1096,2356
RN7,other,1986,2,0
RBD,1,3808,154,1361
RBD,other,4546,2,0
RVV,1,13201,3869,3992
RVV,other,4583,16,840
RXC,1,10050,1204,2681
DD401,other,1280,1,0
RDU,1,20339,1774,5763
R1J,other,6738,61,1
RTE,1,11850,2380,3606
RN3,1,6239,1399,1892
RN3,other,6387,130,0
RN5,1,9556,1001,2302
RN5,other,1321,0,0
NDA57,other,830,4,0
R1F,1,3834,978,868
R1F,other,1271,0,0
RYY,other,7422,9,0
NR5,2,5,0,0
NR5,other,4150,0,0
RWF,1,12279,1091,3709
RWF,other,2301,0,0
RPA,1,9978,893,2258
RVJ,1,7505,1566,2342
RBZ,1,3831,520,1122
RBZ,other,4434,0,0
L83087,other,194,0,0
RNU,other,3181,91,0
RTH,1,11705,2316,2980
RTH,2,1743,0,69
NQT5H,other,801,2,0
RK9,1,8436,1164,2891
RK9,2,257,0,0
RD3,1,5798,605,1589
RD3,other,1749,0,0
RHU,1,9616,2345,2964
RHU,2,844,0,0
RHU,other,2286,4,4
RPC,other,1057,10,34
RHW,1,9565,460,3091
RHW,2,1596,4,3
REF,1,6379,1183,2648
REF,other,1893,13,14
RH8,1,8244,600,1871
RH8,other,921,0,0
RA2,1,6024,153,2004
RD1,1,5876,651,2029
RD1,other,978,13,107
RNZ,1,4002,184,1038
RNZ,2,271,0,0
Y02666,other,1378,0,0
RH5,other,8231,31,0
RYF,other,1342,5,0
NTP11,other,4548,16,0
RW1,other,2797,15,7
NTPAD,other,4579,7,0
RTP,1,8308,598,2516
RDR,other,8178,273,0
RBA,1,6005,380,1838
AAH,other,205,0,0
RDZ,1,6617,615,1843
RDZ,2,1465,0,5
RA9,1,6458,766,2626
RA9,other,3531,0,0
RHM,1,8547,1304,3314
RHM,2,1543,35,10
RA7,1,8851,1263,2767
RA7,2,1904,40,15
RYR,1,11971,799,3210
RYR,other,992,4,0
RA3,1,4457,479,1075
G82071,other,2651,0,0
NTV0W,other,3019,2,0
NLX24,other,1478,22,0
RA4,1,4151,99,1396
