org_code,type,attendances,breaches,admissions
RD8,other,5265,159,0
RM1,1,8658,3167,2958
RM1,other,2352,246,0
RGN,1,12005,4007,3338
RGN,other,574,0,0
RNS,1,8620,1996,2390
RNS,2,945,2,0
RNS,other,1403,0,0
NMH01,other,6601,0,0
NR3,other,4422,271,0
RX1,1,12340,4245,4189
RX1,2,1483,12,0
RX1,other,3050,63,0
NLO10,other,2231,5,0
C82010,other,216,0,0
NLO12,other,281,5,0
Y02428,other,2993,0,0
RXK,1,14643,3814,3363
RXK,2,897,4,21
RXK,other,2325,0,0
RK5,1,8479,1712,2704
RK5,other,4674,71,10
RXW,1,8298,3048,2214
RXW,other,1733,30,48
R1D,other,1735,1,0
C83023,other,803,0,0
Y02615,other,5854,0,0
RJC,1,5712,891,1778
RJC,other,566,0,0
RAJ,1,7472,1935,2792
RAJ,other,1007,45,0
Y02961,other,3010,0,0
RNA,1,8410,2961,2175
RNA,other,6051,86,0
RQW,1,8584,2808,1813
RCX,1,5656,1076,2297
RL4,1,10705,2314,2598
RL4,other,9138,242,0
RWD,1,11883,3977,3734
RWD,other,1140,0,0
RRK,1,9667,986,3552
RKB,1,11597,3160,4067
RKB,2,1463,12,100
RKB,other,5761,251,2
RWE,1,18473,5705,4505
RWE,2,1591,10,4
RJE,1,13524,5545,4465
RJE,2,350,0,0
RJE,other,5869,74,0
RBK,1,6576,2290,2209
RBK,other,3547,1,0
ATQ02,other,3659,0,0
RWG,1,8234,2611,3047
RWG,other,3453,26,0
RGR,1,5959,997,2302
RWP,1,10225,3663,3159
RWP,other,4455,11,0
RLQ,1,4696,1314,1346
REM,1,7436,2153,3361
REM,other,6740,3,0
RCF,1,5878,537,1210
RBS,1,5226,306,1045
NNF70,other,302,0,0
RFF,1,7483,1054,2122
RXL,1,6086,3616,2370
RXL,other,11050,34,0
RMC,1,8894,2291,2377
RMC,other,1007,0,35
RAE,1,10439,2284,3518
RAE,other,1350,12,109
NNF09,other,1885,24,0
RY2,other,12085,301,0
RWY,1,12653,1514,3303
RLN,1,8785,2216,3142
RLN,2,1843,10,35
RLN,other,3094,13,0
RJR,1,6008,1637,2304
RJR,other,769,3,0
RXP,1,11783,2814,3869
RXP,other,7213,0,0
RP5,1,11104,1585,3194
RP5,other,2763,0,622
RJN,1,4238,1208,971
RJN,other,116,0,0
RXR,1,8797,2583,3378
RXR,other,9267,291,30
NNF94,other,347,0,0
RR7,1,7812,963,1806
RR7,other,2547,1,0
RCD,1,4294,409,1108
RCD,2,475,0,0
RCD,other,631,0,0
NNF99,other,228,0,0
RWA,1,11156,2090,3270
RWA,other,735,0,0
RV9,other,519,2,0
RXN,1,5661,2155,2203
RXN,other,6989,223,483
Y01231,other,2015,0,0
RR8,1,16757,5033,4800
RR8,other,3188,15,0
RY1,other,2126,0,0
REP,2,948,11,74
Y01069,other,3579,0,0
R0A,1,21430,5355,6799
R0A,2,3161,48,174
R0A,other,9491,27,129
RBT,1,5789,1904,2079
RBT,other,1670,22,0
RXF,1,20860,4013,4456
RNL,1,7886,1287,2125
RNL,other,1430,4,0
RVW,1,4288,838,1668
RVW,other,11282,96,619
RTV,other,1883,8,0
NLO01,other,4706,616,0
RJL,1,11252,1501,2989
RJL,other,1213,5,1
RTF,1,8419,1321,4301
RTF,other,8256,109,45
Y02572,other,1041,0,0
RW6,1,22680,6740,6054
RW6,other,10450,457,139
RT2,other,3758,0,0
AC008,other,820,0,0
RQ6,1,7498,2063,2437
RQ6,2,1702,12,36
RQ6,other,9914,0,0
RM3,1,8429,1624,2854
RM3,other,466,0,0
AXT02,other,3668,0,0
RCU,1,4808,168,733
RCU,other,155,0,0
RHQ,1,8995,2718,3054
RHQ,2,792,0,0
RHQ,other,7515,0,0
NQT5F,other,1802,15,0
RTR,1,10938,867,2645
RTR,other,1866,2,14
RE9,1,5596,679,1247
RE9,other,622,12,0
RVY,1,6270,1925,1705
RVY,other,3618,22,0
RBN,1,9382,2524,3990
RBN,other,2249,7,0
RWJ,1,7653,2341,2804
RWJ,other,549,0,0
RMP,1,7090,1432,1825
RMP,other,5640,17,0
RTD,1,10121,1177,2353
RTD,2,1474,25,29
RTD,other,5363,8,5
RFR,1,8139,1169,1540
NNF76,other,3540,0,0
RTX,1,7345,1387,2226
RTX,2,109,0,0
RTX,other,2026,53,82
RWW,1,6604,1784,2346
RWW,other,2725,28,0
RY7,other,3235,18,0
RBL,1,8023,2361,2714
RBL,other,2931,8,0
NNF18,other,147,0,0
AJN,other,343,0,0
RRF,1,6810,1980,2446
RRF,other,585,4,0
RCB,1,9667,2727,3942
RCB,other,6569,39,0
RTK,1,8696,1467,2131
RTK,other,292,8,9
NTV0B,other,3684,0,0
NQT10,other,3806,0,0
RWX,other,1718,0,0
Y04538,other,3147,0,0
RXH,1,12430,2631,3537
RXH,2,892,0,25
RXH,other,1995,6,0
NLW,other,4256,0,0
RXQ,1,6735,2042,2792
RXQ,2,1193,0,511
RXQ,other,4271,94,0
NLT02,other,869,0,0
RN7,1,9391,1724,2735
RN7,other,1533,3,0
RBD,1,3766,270,1335
RBD,other,3937,2,0
Y00751,other,4411,0,0
RVV,1,13295,5142,4418
RVV,other,6280,27,345
RXC,1,9863,1336,3068
RXC,other,202,0,8
DD401,other,853,0,0
RDU,1,20198,3179,6421
R1J,other,5322,58,1
RTE,1,11760,1087,3935
RN3,1,6004,1934,2248
RN3,other,7836,628,0
RN5,1,9421,2596,2681
RN5,other,940,8,0
NDA57,other,493,3,0
R1F,1,3681,766,978
R1F,other,1266,0,0
RWF,1,12732,2215,4120
RWF,other,1857,0,0
RPA,1,8074,2496,2617
RPA,other,7082,11,0
RVJ,1,7253,2157,2552
RBZ,1,3719,858,1246
RBZ,other,3760,0,0
L83087,other,161,0,0
RNU,other,2223,49,0
RTH,1,11515,2507,3327
RTH,2,1438,0,67
RTH,other,45,4,4
NQT5H,other,679,1,0
RK9,1,8384,2476,3168
RK9,2,218,1,0
RK9,other,3514,30,0
RD3,1,5541,1007,1821
RD3,other,1396,1,0
RHU,1,9564,3554,3126
RHU,2,618,2,0
RHU,other,1561,1,3
RPC,other,869,5,23
RHW,1,9216,1896,3191
RHW,2,1326,18,0
RHW,other,986,0,0
REF,1,6200,2619,2799
REF,other,9254,55,42
RH8,1,8288,1177,2185
RH8,other,903,0,0
RA2,1,6019,525,2419
RD1,1,5758,1588,2313
RD1,other,1162,10,40
RNZ,1,3840,477,1205
RNZ,2,271,0,0
Y02666,other,1862,0,0
RH5,other,6625,25,0
RYF,other,1198,3,0
NTP11,other,4418,9,0
RW1,other,481,0,2
NTPAD,other,5122,84,0
RTP,1,8128,688,2680
RTP,other,823,0,0
RDR,other,8816,102,2
RBA,1,5998,795,2136
AAH,other,147,0,0
RDZ,1,6302,1176,1996
RDZ,2,1122,1,7
RDZ,other,273,0,0
RA9,1,6127,983,2648
RA9,other,2305,0,0
RHM,1,8836,1979,3245
RHM,2,1335,29,18
RHM,other,1784,4,9
RA7,1,9460,1599,3093
RA7,2,1623,27,6
Y02584,other,416,0,0
RYR,1,11871,1973,3560
RYR,other,1692,1,0
RA3,1,3620,717,1031
G82071,other,1955,0,0
NTV0W,other,3766,2,0
NLX24,other,1149,0,0
RA4,1,4477,198,1472
